incident_date,year,month,month_name,quarter,day_of_week,is_weekend,day_of_year,state_name,region,region_code,division,city,agency_name,agency_type,population,population_category,population_group,location,offense_description,offense_severity,severity_score,bias_category,bias_group,bias_motivation,total_victims,adult_victims,juvenile_victims,total_offenders,adult_offenders,juvenile_offenders,victim_offender_ratio,hate_crime_index,victim_types,offender_race,offender_ethnicity
2021-01-01,2021,1,January,Q1,Friday,False,1,Alabama,South,3.0,East South Central,Crossville,CROSSVILLE,City,1810.0,Very Small,"Cities <2,500",Residence/Home,Arson,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,Black or African American,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Arizona,South,3.0,East South Central,Livingston,LIVINGSTON,City,3112.0,Small,"Cities 2,500-9,999",Residence/Home,Robbery,Violent,3.0,Religion,Religion,Anti-Church of Jesus Christ (LDS),1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,California,West,4.0,Pacific,Barrow,NORTH SLOPE BOROUGH,City,10698.0,Medium,"Cities 10,000-24,999",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,"Business, Government",,
2021-01-01,2021,1,January,Q1,Friday,False,1,California,South,3.0,East South Central,Rainbow City,RAINBOW CITY,City,10309.0,Medium,"Cities 10,000-24,999",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,2.0,1.0986122886681098,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,California,South,3.0,East South Central,Uniontown,UNIONTOWN,City,2102.0,Very Small,"Cities <2,500",Highway/Road/Alley,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,California,South,3.0,East South Central,West Blocton,WEST BLOCTON,City,1222.0,Very Small,"Cities <2,500",Restaurant,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Colorado,West,4.0,Mountain,Fort Mcdowell,FORT MCDOWELL TRIBAL,Tribal / BIA Agencies,,,"Cities <2,500","Specialty Store (TV, Fur, Etc.)",Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Arab,3,3,0,1,1,0,3.0,4.1588830833596715,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Colorado,West,4.0,Mountain,Gila Bend,GILA BEND,City,1880.0,Very Small,"Cities <2,500",Parking Lot/Garage,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,American Indian/Alaska Native,
2021-01-01,2021,1,January,Q1,Friday,False,1,Colorado,West,4.0,Mountain,Kingman,KINGMAN,City,32210.0,Medium,"Cities 25,000-49,999",Highway/Road/Alley,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Florida,South,3.0,West South Central,Des Arc,DES ARC,City,1553.0,Very Small,"Cities <2,500",Residence/Home,All Other Larceny (23H),Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,2,0,2,0.5,0.6931471805599453,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Florida,South,3.0,West South Central,Des Arc,DES ARC,City,1553.0,Very Small,"Cities <2,500",Residence/Home,All Other Larceny,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,2,0,2,0.5,0.6931471805599453,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Florida,South,3.0,West South Central,Sulphur Springs,SULPHUR SPRINGS,City,464.0,Very Small,"Cities <2,500",Residence/Home,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),2,2,0,2,2,0,1.0,1.0986122886681098,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Georgia,South,3.0,West South Central,,State Park:  Devil's Den State,State Agency Enforcement Unit,,,Possessions,Residence/Home,Intimidation,Non-Violent,1.0,Disability,Disability,Anti-Mental Disability,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Idaho,West,4.0,Pacific,Hanford,KINGS,County,31478.0,Medium,"MSA Counties 25,000-99,999",Residence/Home,Rape,Violent,3.0,Religion,Religion,Anti-Buddhist,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Illinois,West,4.0,Pacific,Monterey Park,PICO RIVERA,City,61180.0,Large,"Cities 50,000-99,999",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Religious Organization,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Massachusetts,West,4.0,Mountain,Boulder,BOULDER,City,104232.0,Very Large,"Cities 100,000-249,999",Residence/Home,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Michigan,Northeast,1.0,New England,Middletown,MONTVILLE,City,,,"Cities <2,500","Specialty Store (TV, Fur, Etc.)",Simple Assault,Violent,3.0,Religion,Religion,Anti-Islamic (Muslim),1,1,0,0,0,0,,2.0794415416798357,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Michigan,Northeast,1.0,New England,New Haven,NEW HAVEN,City,141481.0,Very Large,"Cities 100,000-249,999",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,0,1,1,0,1,1.0,0.6931471805599453,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,New Jersey,South,3.0,South Atlantic,Orlando,HP: FLAGLER COUNTY,State Police,,,"MSA Counties <10,000",Parking Lot/Garage,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,New York,South,3.0,South Atlantic,Tallahassee,DAB&T: HILLSBOROUGH CNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,New York,South,3.0,South Atlantic,Tallahassee,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Business,,
2021-01-01,2021,1,January,Q1,Friday,False,1,New York,South,3.0,South Atlantic,Tallahassee,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Other,,
2021-01-01,2021,1,January,Q1,Friday,False,1,North Carolina,South,3.0,South Atlantic,Fl,POLK HIGHWAY PATROL,State Police,,,Possessions,"Specialty Store (TV, Fur, Etc.)",All Other Larceny,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Ohio,South,3.0,South Atlantic,Blue Ridge,BLUE RIDGE,City,1225.0,Very Small,"Cities <2,500",Hotel/Motel/Etc.,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,3,3,0,2,2,0,1.5,4.1588830833596715,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Ohio,South,3.0,South Atlantic,,DEPT OF AGRICULTURE AND CONSUM,State Agency Enforcement Unit,,,"MSA Counties <10,000",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Oklahoma,South,3.0,South Atlantic,Canton,CHEROKEE COUNTY MARSHAL,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"MSA Counties <10,000",Residence/Home,Simple Assault,Violent,3.0,Disability,Disability,Anti-Mental Disability,1,0,1,2,0,2,0.5,2.0794415416798357,Individual,Multiple Races,
2021-01-01,2021,1,January,Q1,Friday,False,1,Oklahoma,South,3.0,South Atlantic,Colquitt,COLQUITT,City,1780.0,Very Small,"Cities <2,500",Drug Store/Dr.'s Office/Hospital,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Oregon,South,3.0,South Atlantic,East Ellijay,EAST ELLIJAY,City,573.0,Very Small,"Cities <2,500",School/College,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Business,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Oregon,South,3.0,South Atlantic,Ellijay,GILMER,County,29997.0,Medium,"Non-MSA Counties 25,000-99,999",Highway/Road/Alley,Robbery,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),2,2,0,1,1,0,2.0,3.295836866004329,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Pennsylvania,West,4.0,Pacific,Lihue,LIHUE,City,,,Possessions,Highway/Road/Alley,Intimidation,Non-Violent,1.0,Religion,Religion,"Anti-Multiple Religions, Group",1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Texas,North Central,2.0,East North Central,Frankfort,FRANKFORT,City,20666.0,Medium,"Cities 10,000-24,999",Residence/Home,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Texas,North Central,2.0,East North Central,Neoga,NEOGA,City,1368.0,Very Small,"Cities <2,500",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Texas,North Central,2.0,East North Central,Neoga,NEOGA,City,1368.0,Very Small,"Cities <2,500",Residence/Home,Aggravated Assault,Violent,3.0,Disability,Disability,Anti-Mental Disability,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Utah,North Central,2.0,East North Central,Okawville,OKAWVILLE,City,1352.0,Very Small,"Cities <2,500",Residence/Home,All Other Larceny,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-American Indian/Alaska Native,0,0,0,0,0,0,,0.0,Other,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Virginia,North Central,2.0,East North Central,Peoria,PEORIA,County,47490.0,Medium,"MSA Counties 25,000-99,999",Hotel/Motel/Etc.,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,2.0,3.295836866004329,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,January,Q1,Friday,False,1,Washington,North Central,2.0,East North Central,South Roxana,SOUTH ROXANA,City,1854.0,Very Small,"Cities <2,500",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Government,,
2021-01-01,2021,1,January,Q1,Friday,False,1,Washington,North Central,2.0,East North Central,Springfield,S SP: AUTO THFT S DIST 5,State Agency Enforcement Unit,,,"MSA Counties <10,000",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,2,2,0,0.5,2.0794415416798357,Individual,White,
2021-01-01,2021,1,January,Q1,Friday,False,1,Washington,North Central,2.0,East North Central,Springfield,SANGAMON,County,34380.0,Medium,"MSA Counties 25,000-99,999",Other/Unknown,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,
2021-01-01,2021,1,January,Q1,Friday,False,1,,West,4.0,Mountain,,"DEPT OF PUBLIC SAFETY, PHOENIX",State Agency Enforcement Unit,,,"Cities <2,500",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Religious Organization,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Colorado,West,4.0,Mountain,Parker,LA PAZ,County,10635.0,Medium,"Non-MSA Counties 10,000-24,999",Residence/Home,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,2,2,0,1,1,0,2.0,3.295836866004329,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Colorado,West,4.0,Mountain,Safford,SAFFORD,City,10311.0,Medium,"Cities 10,000-24,999",Residence/Home,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Colorado,West,4.0,Mountain,Superior,SUPERIOR,City,2528.0,Small,"Cities 2,500-9,999",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Business,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Georgia,South,3.0,West South Central,,State Park: War Memorial Stadi,State Agency Enforcement Unit,,,Possessions,Highway/Road/Alley,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,2,0,2,1,1,0,2.0,3.295836866004329,Individual,Black or African American,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Iowa,West,4.0,Pacific,Elsinore,ELSINORE,City,,,"Cities <2,500",Residence/Home,Simple Assault,Violent,3.0,Religion,Religion,Anti-Eastern Orthodox,1,0,1,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Maryland,West,4.0,Mountain,Cortez,CORTEZ,City,9120.0,Small,"Cities 2,500-9,999",Residence/Home,Simple Assault,Violent,3.0,Disability,Disability,Anti-Mental Disability,1,1,0,1,1,0,1.0,2.0794415416798357,,White,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Massachusetts,West,4.0,Mountain,Boulder,BOULDER,City,104232.0,Very Large,"Cities 100,000-249,999",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,New Jersey,South,3.0,South Atlantic,Miami Shores,MIAMI SHORES,City,11217.0,Medium,"Cities 10,000-24,999",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2021-01-02,2021,1,January,Q1,Saturday,True,2,New York,South,3.0,South Atlantic,Tallahassee,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Other,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,New York,South,3.0,South Atlantic,Tallahassee,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Other/Unknown,Simple Assault,Violent,3.0,Gender,Gender,Anti-Female,0,0,0,0,0,0,,0.0,Individual,Black or African American,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Ohio,South,3.0,South Atlantic,Blue Ridge,BLUE RIDGE,City,1225.0,Very Small,"Cities <2,500",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Pennsylvania,South,3.0,South Atlantic,Waco,WEST GA TECHNICAL COLLEG,University or College,,,"Cities <2,500",Residence/Home,Theft from Motor Vehicle,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Native Hawaiian/Pacific Islander,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Pennsylvania,West,4.0,Pacific,,CITY OF REFUGE NHP,,,,Possessions,Residence/Home,Theft of Motor Vehicle Parts,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Native Hawaiian/Pacific Islander,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,South Carolina,West,4.0,Mountain,Fruitland,FRUITLAND,City,6823.0,Small,"Cities 2,500-9,999",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Eastern Orthodox,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Tennessee,North Central,2.0,East North Central,Crystal Lake,MCHENRY COUNTY COLLEGE,University or College,,,"Cities <2,500",Residence/Home,Aggravated Assault,Violent,3.0,Disability,Disability,Anti-Mental Disability,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Texas,North Central,2.0,East North Central,London Mills,LONDON MILLS,City,,,"Cities <2,500",Highway/Road/Alley,Weapon Law Violations,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-American Indian/Alaska Native,0,0,0,1,1,0,0.0,0.0,Society/Public,Black or African American,Not Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Texas,North Central,2.0,East North Central,Macomb,MCDONOUGH,County,10378.0,Medium,"Non-MSA Counties 10,000-24,999",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Protestant,0,0,0,1,0,1,0.0,0.0,Business,White,Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Texas,North Central,2.0,East North Central,Mason City,MASON CITY,City,1994.0,Very Small,"Cities <2,500",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2021-01-02,2021,1,January,Q1,Saturday,True,2,Washington,North Central,2.0,East North Central,Summerfield,SUMMERFIELD,City,328.0,Very Small,"Cities <2,500",Government/Public Building,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Government,,
2021-01-02,2021,1,January,Q1,Saturday,True,2,Wyoming,North Central,2.0,East North Central,Brazil,BRAZIL,City,8154.0,Small,"Cities 2,500-9,999",Residence/Home,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Lesbian,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,Black or African American,
2021-01-03,2021,1,January,Q1,Sunday,True,3,California,West,4.0,Pacific,Bethel,BETHEL,City,6267.0,Small,"Cities 2,500-9,999",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-03,2021,1,January,Q1,Sunday,True,3,California,South,3.0,East South Central,Toxey,TOXEY,City,135.0,Very Small,"Cities <2,500",School - Elementary/Secondary,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Government,,
2021-01-03,2021,1,January,Q1,Sunday,True,3,California,South,3.0,East South Central,Wetumpka,WETUMPKA,City,8617.0,Small,"Cities 2,500-9,999",Convenience Store,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,California,South,3.0,East South Central,Wetumpka,WETUMPKA,City,8617.0,Small,"Cities 2,500-9,999",Residence/Home,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,California,South,3.0,East South Central,Wetumpka,WETUMPKA,City,8617.0,Small,"Cities 2,500-9,999",Grocery/Supermarket,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,Delaware,West,4.0,Mountain,,MONTEZUMA CASTLE NM,,,,Possessions,Parking Lot/Garage,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Business,,
2021-01-03,2021,1,January,Q1,Sunday,True,3,Illinois,West,4.0,Pacific,Pleasant Hill,PLEASANT HILL,City,34949.0,Medium,"Cities 25,000-49,999",Other/Unknown,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,2,2,0,0.5,0.6931471805599453,Individual,Black or African American,Not Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,New Jersey,South,3.0,South Atlantic,Naples,COLLIER,County,355339.0,Very Large,"MSA Counties 100,000+",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,2,2,0,0.5,2.0794415416798357,Individual,,
2021-01-03,2021,1,January,Q1,Sunday,True,3,New Jersey,South,3.0,South Atlantic,Pembroke Pines,PEMBROKE PINES,City,169288.0,Very Large,"Cities 100,000-249,999",Restaurant,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2021-01-03,2021,1,January,Q1,Sunday,True,3,North Carolina,South,3.0,South Atlantic,Fl,POLK CO DIV BEVERAGE,State Agency Enforcement Unit,,,Possessions,Restaurant,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,0,1,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,North Carolina,South,3.0,South Atlantic,Fort Walton Beach,OKALOOSA CO DLE FT WTN B,State Agency Enforcement Unit,,,Possessions,Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Sikh,1,1,0,0,0,0,,0.6931471805599453,Individual,,Not Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,Texas,North Central,2.0,East North Central,East Saint Louis,CENTREVILLE,City,,,"Cities <2,500",Residence/Home,Motor Vehicle Theft,Non-Violent,1.0,Disability,Disability,Anti-Mental Disability,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,Utah,North Central,2.0,East North Central,Okawville,OKAWVILLE,City,1352.0,Very Small,"Cities <2,500",Residence/Home,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-American Indian/Alaska Native,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,American Indian/Alaska Native,Not Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,Washington,North Central,2.0,East North Central,Springfield,S SP: HQ COMMAND CENTER,State Agency Enforcement Unit,,,"MSA Counties <10,000",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-03,2021,1,January,Q1,Sunday,True,3,Wisconsin,North Central,2.0,East North Central,Williamsville,WILLIAMSVILLE,City,1428.0,Very Small,"Cities <2,500",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,January,Q1,Monday,False,4,Arizona,South,3.0,East South Central,Lexington,LEXINGTON,City,738.0,Very Small,"Cities <2,500",Convenience Store,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,January,Q1,Monday,False,4,California,West,4.0,Pacific,Bethel,BETHEL,City,6267.0,Small,"Cities 2,500-9,999",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,0.6931471805599453,Individual,,
2021-01-04,2021,1,January,Q1,Monday,False,4,California,South,3.0,East South Central,Riverside,RIVERSIDE,City,2265.0,Very Small,"Cities <2,500",Church/Synagogue/Temple,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,January,Q1,Monday,False,4,Colorado,West,4.0,Mountain,Phoenix,ARIZONA STATE CAPITOL,State Agency Enforcement Unit,,,"Cities <2,500",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,5,5,0,1,1,0,5.0,5.375278407684165,Individual,White,Hispanic or Latino
2021-01-04,2021,1,January,Q1,Monday,False,4,Georgia,West,4.0,Pacific,Alviso,ALVISO,City,,,"Cities <2,500",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Atheism/Agnosticism,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
