incident_date,year,month,month_name,quarter,day_of_week,is_weekend,day_of_year,state_name,region,region_code,division,city,agency_name,agency_type,population,population_category,population_group,location,offense_description,offense_severity,severity_score,bias_category,bias_group,bias_motivation,total_victims,adult_victims,juvenile_victims,total_offenders,adult_offenders,juvenile_offenders,victim_offender_ratio,hate_crime_index,victim_types,offender_race,offender_ethnicity
2022-05-25,2022,5,May,Q2,Wednesday,False,145,California,North Central,2.0,East North Central,,WARREN,City,1191.0,Very Small,"Cities <2,500",Church/Synagogue/Temple,Arson,Non-Violent,1.0,Religion,Religion,Anti-Catholic,0,0,0,1,1,0,0.0,0.0,Religious Organization,,Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Colorado,North Central,2.0,West North Central,Mason City,MASON CITY,City,26754.0,Medium,"Cities 25,000-49,999",Department/Discount Store,Shoplifting,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,0,0,0,1,1,0,0.0,0.0,Business,Black or African American,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Colorado,North Central,2.0,West North Central,Onawa,ONAWA,City,2795.0,Small,"Cities 2,500-9,999",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),0,0,0,0,0,0,,0.0,Government,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Delaware,North Central,2.0,West North Central,,POSTVILLE,City,2157.0,Very Small,"Cities <2,500",School - College/University,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Business,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Florida,North Central,2.0,West North Central,Newton,HARVEY,County,5503.0,Small,"MSA Counties <10,000",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,0,1,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Illinois,South,3.0,East South Central,Pikeville,PIKE,County,47821.0,Medium,"Non-MSA Counties 25,000-99,999",Restaurant,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,1,1,0,1.0,0.6931471805599453,"Business, Individual",,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Iowa,South,3.0,East South Central,Crescent Springs,CRESCENT SPRINGS,City,4368.0,Small,"Cities 2,500-9,999",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Kansas,South,3.0,East South Central,,FAYETTE COUNTY PD,,,,Possessions,Church/Synagogue/Temple,Theft from Building,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),0,0,0,0,0,0,,0.0,Religious Organization,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Maine,Northeast,1.0,New England,Presque Isle,PRESQUE ISLE,City,8746.0,Small,"Cities 2,500-9,999",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Catholic,0,0,0,1,1,0,0.0,0.0,Business,White,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Maryland,Northeast,1.0,New England,Freeport,FREEPORT,City,8795.0,Small,"Cities 2,500-9,999",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Other Christian,0,0,0,0,0,0,,0.0,Business,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Maryland,Northeast,1.0,New England,Gray,SP: CUMBERLAND COUNTY,State Police,,,"MSA Counties <10,000",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Disability,Disability,Anti-Mental Disability,2,0,2,2,0,2,1.0,1.0986122886681098,Individual,Black or African American,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Minnesota,Northeast,1.0,New England,Belchertown,BELCHERTOWN,City,15148.0,Medium,"Cities 10,000-24,999",Shopping Mall,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Business,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Minnesota,South,3.0,South Atlantic,,HARPERS FERRY NHP,,,,Possessions,Government/Public Building,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,0,0,0,0,0,0,,0.0,Government,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Missouri,Northeast,1.0,New England,Groveland,GROVELAND,City,6967.0,Small,"Cities 2,500-9,999",Convenience Store,Drug/Narcotic Violations,Non-Violent,1.0,Gender Identity,Gender Identity,Anti-Gender Non-Conforming,0,0,0,1,1,0,0.0,0.0,Society/Public,White,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New Jersey,North Central,2.0,East North Central,Grand Rapids,GERALD R FORD INTRNTL AP,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"Cities <2,500",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New Jersey,North Central,2.0,East North Central,Hart,OCEANA,County,20568.0,Medium,"Non-MSA Counties 10,000-24,999",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,0,1,1,0,1,1.0,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New Jersey,North Central,2.0,East North Central,Hartford,HARTFORD,City,2473.0,Very Small,"Cities <2,500",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,0,1,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New Jersey,North Central,2.0,East North Central,Houghton,MICH TECHNOLOGICAL UNIVE,University or College,,,"Cities <2,500",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Government,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New Jersey,North Central,2.0,East North Central,Houghton Lake,ROSCOMMON TOWNSHIP,City,4484.0,Small,"Cities 2,500-9,999",Residence/Home,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Lesbian,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New Jersey,North Central,2.0,East North Central,Jackson,JACKSON,County,63626.0,Large,"MSA Counties 25,000-99,999",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New York,North Central,2.0,East North Central,Manistique,MANISTIQUE,City,2868.0,Small,"Cities 2,500-9,999",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New York,North Central,2.0,East North Central,Muskegon,MUSKEGON,County,57994.0,Large,"MSA Counties 25,000-99,999",Parking Lot/Garage,Arson,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,4,0,4,0.25,0.6931471805599453,Individual,Multiple Races,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,New York,North Central,2.0,East North Central,Saint Clair,CHINA TOWNSHIP,City,3491.0,Small,"Cities 2,500-9,999",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Individual,White,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,North Carolina,Northeast,1.0,New England,West Barnstable,CAPE COD COMMUNITY COLLE,University or College,,,"Cities <2,500",School - Elementary/Secondary,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,0,1,2,0,2,0.5,2.0794415416798357,Individual,Multiple Races,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Ohio,North Central,2.0,West North Central,Dilworth,DILWORTH,City,4641.0,Small,"Cities 2,500-9,999",School - Elementary/Secondary,Aggravated Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,0,1,1,0,1,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Ohio,North Central,2.0,East North Central,,GRAND LEDGE,,,,Possessions,Residence/Home,Stolen Property Offenses,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Oregon,North Central,2.0,West North Central,Saint Cloud,ST. CLOUD,City,56509.0,Large,"Cities 50,000-99,999",School - Elementary/Secondary,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Lesbian,1,0,1,1,0,1,1.0,2.0794415416798357,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Pennsylvania,North Central,2.0,West North Central,Cassville,CASSVILLE,City,3201.0,Small,"Cities 2,500-9,999",Residence/Home,Aggravated Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,0,1,1,0,1,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Pennsylvania,North Central,2.0,West North Central,Cassville,CASSVILLE,City,3201.0,Small,"Cities 2,500-9,999",Residence/Home,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Texas,North Central,2.0,West North Central,Alliance,BOX BUTTE,County,1974.0,Very Small,"Non-MSA Counties <10,000",Park/Playground,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Native Hawaiian/Pacific Islander,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Texas,West,4.0,Mountain,Plains,PLAINS,City,1261.0,Very Small,"Cities <2,500",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Texas,North Central,2.0,West North Central,Saint James,ST. JAMES,City,3934.0,Small,"Cities 2,500-9,999",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Texas,West,4.0,Mountain,,DARBY,City,885.0,Very Small,"Cities <2,500",Parking Lot/Garage,Theft from Motor Vehicle,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Virginia,North Central,2.0,West North Central,Norfolk,ST PTRL: PLATTE COUNTY,State Police,,,"Non-MSA Counties <10,000",Residence/Home,Intimidation,Non-Violent,1.0,Gender Identity,Gender Identity,Anti-Transgender,1,0,1,1,0,1,1.0,0.6931471805599453,Individual,Black or African American,Not Hispanic or Latino
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Washington,North Central,2.0,West North Central,Pawnee City,PAWNEE,County,2534.0,Small,"Non-MSA Counties <10,000",Highway/Road/Alley,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,2.0794415416798357,Individual,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Washington,North Central,2.0,West North Central,Rushville,RUSHVILLE,City,869.0,Very Small,"Cities <2,500",Commercial/Office Building,Shoplifting,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,0,0,0,0,0,0,,0.0,Business,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,Washington,North Central,2.0,West North Central,Syracuse,SYRACUSE,City,1951.0,Very Small,"Cities <2,500",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Other Christian,0,0,0,0,0,0,,0.0,Business,,
2022-05-25,2022,5,May,Q2,Wednesday,False,145,,North Central,2.0,West North Central,,LAKE CITY,City,1721.0,Very Small,"Cities <2,500",Government/Public Building,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,Black or African American,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,West North Central,Bettendorf,BETTENDORF,City,39548.0,Medium,"Cities 25,000-49,999",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Lesbian,3,0,3,1,0,1,3.0,1.3862943611198906,Individual,White,Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,West North Central,Bettendorf,BETTENDORF,City,39548.0,Medium,"Cities 25,000-49,999",Residence/Home,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,0,1,1,0,1,1.0,0.6931471805599453,Individual,White,Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,West North Central,Bettendorf,BETTENDORF,City,39548.0,Medium,"Cities 25,000-49,999",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Lesbian,1,0,1,1,0,1,1.0,0.6931471805599453,Individual,White,Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,West North Central,Bettendorf,BETTENDORF,City,39548.0,Medium,"Cities 25,000-49,999",Residence/Home,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,0,1,1,0,1,1.0,0.6931471805599453,Individual,White,Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,West North Central,Clive,CLIVE,City,11148.0,Medium,"Cities 10,000-24,999",Community Center,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,East North Central,South Whitley,SOUTH WHITLEY,City,1816.0,Very Small,"Cities <2,500",School - Elementary/Secondary,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Government,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,East North Central,Spencer,OWEN,County,21587.0,Medium,"MSA Counties 10,000-24,999",School - Elementary/Secondary,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,East North Central,Valparaiso,VALPARAISO,City,34772.0,Medium,"Cities 25,000-49,999",School/College,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Asian,
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,East North Central,,CLAYTON,City,914.0,Very Small,"Cities <2,500",Highway/Road/Alley,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,East North Central,,LEAVENWORTH,City,287.0,Very Small,"Cities <2,500",School - Elementary/Secondary,Robbery,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,1,0,1,15,0,15,0.06666666666666667,2.0794415416798357,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,California,North Central,2.0,East North Central,,WARREN,City,1191.0,Very Small,"Cities <2,500",Convenience Store,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,,Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,Florida,North Central,2.0,West North Central,Kansas City,KANSAS CITY KS COMM COLL,University or College,,,"Cities <2,500",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,2,2,0,0.5,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,Illinois,South,3.0,East South Central,Georgetown,SCOTT CNTY CNSTBL DIST 7,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"MSA Counties <10,000",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Maryland,Northeast,1.0,New England,Gorham,GORHAM,City,17506.0,Medium,"Cities 10,000-24,999",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,Massachusetts,South,3.0,West South Central,Zachary,ZACHARY,City,20344.0,Medium,"Cities 10,000-24,999",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Michigan,South,3.0,South Atlantic,Annapolis,SP: ANNE ARUNDEL COUNTY,State Police,,,"MSA Counties <10,000",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,1,1,0,0.0,0.0,Business,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Michigan,South,3.0,South Atlantic,Baltimore,TRANSPORTATION AUTHORITY,State Agency Enforcement Unit,,,"Cities <2,500",School - College/University,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Sikh,1,0,1,1,1,0,1.0,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Missouri,Northeast,1.0,New England,Boston,REG OF MV: MIDDLESEX CTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Jail/Prison,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,New Jersey,North Central,2.0,East North Central,Gaylord,GAYLORD,City,4340.0,Small,"Cities 2,500-9,999",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New Jersey,North Central,2.0,East North Central,Hamburg,HAMBURG TOWNSHIP,City,21143.0,Medium,"Cities 10,000-24,999",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Catholic,0,0,0,0,0,0,,0.0,Religious Organization,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New Jersey,North Central,2.0,East North Central,Harper Woods,HARPER WOODS,City,15029.0,Medium,"Cities 10,000-24,999",Park/Playground,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,0,1,1,1,0,1.0,0.6931471805599453,Individual,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New Jersey,North Central,2.0,East North Central,Holland,HOPE COLLEGE,University or College,,,"Cities <2,500",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New Jersey,North Central,2.0,East North Central,Houghton,MICH TECHNOLOGICAL UNIVE,University or College,,,"Cities <2,500",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Government,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New Jersey,North Central,2.0,East North Central,Ithaca,GRATIOT,County,23308.0,Medium,"Non-MSA Counties 10,000-24,999",School - College/University,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,2,0,2,2,0,2,1.0,1.0986122886681098,Individual,Multiple Races,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,New York,North Central,2.0,East North Central,New Haven,NEW HAVEN,City,5105.0,Small,"Cities 2,500-9,999",Residence/Home,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New York,North Central,2.0,East North Central,New Haven,NEW HAVEN,City,5105.0,Small,"Cities 2,500-9,999",Other/Unknown,Simple Assault,Violent,3.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Individual,Black or African American,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New York,North Central,2.0,East North Central,New Haven,NEW HAVEN,City,5105.0,Small,"Cities 2,500-9,999",Other/Unknown,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New York,North Central,2.0,East North Central,Pontiac,OAKLAND CO. SAFETY POL.,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"Cities <2,500",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Other,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New York,North Central,2.0,East North Central,Rochester,OAKLAND UNIVERSITY,University or College,,,"Cities <2,500",Amusement Park,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,New York,North Central,2.0,East North Central,Sanford,SANFORD,City,757.0,Very Small,"Cities <2,500",Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Other,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,North Carolina,Northeast,1.0,New England,Wilbraham,WILBRAHAM,City,14572.0,Medium,"Cities 10,000-24,999",Highway/Road/Alley,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Ohio,North Central,2.0,West North Central,Duluth,DULUTH,City,86144.0,Large,"Cities 50,000-99,999",Other/Unknown,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),2,2,0,2,2,0,1.0,1.0986122886681098,Individual,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Ohio,North Central,2.0,West North Central,Eagle Lake,EAGLE LAKE,City,3265.0,Small,"Cities 2,500-9,999",School - College/University,Theft from Motor Vehicle,Non-Violent,1.0,Gender Identity,Gender Identity,Anti-Transgender,3,3,0,1,1,0,3.0,1.3862943611198906,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Oklahoma,North Central,2.0,West North Central,New Richland,NEW RICHLAND,City,1231.0,Very Small,"Cities <2,500",Other/Unknown,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Oregon,North Central,2.0,West North Central,Saint Louis Park,ST. LOUIS PARK,City,49196.0,Medium,"Cities 25,000-49,999",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,2,2,0,2,2,0,1.0,1.0986122886681098,Individual,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Pennsylvania,South,3.0,East South Central,New Augusta,NEW AUGUSTA,City,537.0,Very Small,"Cities <2,500",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2022-05-26,2022,5,May,Q2,Thursday,False,146,Utah,North Central,2.0,West North Central,Clay Center,CLAY,County,3685.0,Small,"Non-MSA Counties <10,000",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,West Virginia,Northeast,1.0,New England,East Kingston,EAST KINGSTON,City,2446.0,Very Small,"Cities <2,500",Parking Lot/Garage,Theft from Motor Vehicle,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Wisconsin,West,4.0,Mountain,,CAPITOL POLICE,State Agency Enforcement Unit,,,"Cities <2,500",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,0,1,3,0,3,0.3333333333333333,2.0794415416798357,Individual,White,
2022-05-26,2022,5,May,Q2,Thursday,False,146,Wyoming,Northeast,1.0,New England,New Boston,NEW BOSTON,City,6216.0,Small,"Cities 2,500-9,999",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2022-05-27,2022,5,May,Q2,Friday,False,147,California,North Central,2.0,West North Central,Bettendorf,BETTENDORF,City,39548.0,Medium,"Cities 25,000-49,999",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-Lesbian,1,0,1,1,0,1,1.0,0.6931471805599453,Individual,White,Hispanic or Latino
2022-05-27,2022,5,May,Q2,Friday,False,147,California,North Central,2.0,West North Central,Clive,CLIVE,City,11148.0,Medium,"Cities 10,000-24,999",Community Center,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,
