incident_date,year,month,day_of_week,quarter,state_name,region,division,city,location,agency_name,agency_type,population_group,population,offense_description,offense_severity,bias_category,bias_motivation,total_victims,adult_victims,juvenile_victims,total_offenders,adult_offenders,juvenile_offenders,victim_types,offender_race,offender_ethnicity
2021-01-01,2021,1,Friday,Q1,Alabama,South,East South Central,CROSSVILLE,Residence/Home,CROSSVILLE,City,"Cities <2,500",1810,Arson,Non-Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Arizona,South,East South Central,LIVINGSTON,Residence/Home,LIVINGSTON,City,"Cities 2,500-9,999",3112,Robbery,Violent,Religion,Anti-Church of Jesus Christ (LDS),1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,California,South,East South Central,RAINBOW CITY,Residence/Home,RAINBOW CITY,City,"Cities 10,000-24,999",10309,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,California,South,East South Central,UNIONTOWN,Highway/Road/Alley,UNIONTOWN,City,"Cities <2,500",2102,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,California,South,East South Central,WEST BLOCTON,Restaurant,WEST BLOCTON,City,"Cities <2,500",1222,Intimidation,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,Unknown,Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,California,West,Pacific,BARROW,Park/Playground,NORTH SLOPE BOROUGH,City,"Cities 10,000-24,999",10698,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,"Business, Government",Unknown,
2021-01-01,2021,1,Friday,Q1,Colorado,West,Mountain,Fort McDowell,"Specialty Store (TV, Fur, Etc.)",FORT MCDOWELL TRIBAL,Tribal / BIA Agencies,"Cities <2,500",0,Aggravated Assault,Violent,Race/Ethnicity,Anti-Arab,3,3,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Colorado,West,Mountain,GILA BEND,Parking Lot/Garage,GILA BEND,City,"Cities <2,500",1880,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,Individual,American Indian/Alaska Native,Unknown
2021-01-01,2021,1,Friday,Q1,Colorado,West,Mountain,KINGMAN,Highway/Road/Alley,KINGMAN,City,"Cities 25,000-49,999",32210,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Unknown,West,Mountain,,Church/Synagogue/Temple,"DEPT OF PUBLIC SAFETY, PHOENIX",State Agency Enforcement Unit,"Cities <2,500",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Religious Organization,Unknown,Unknown
2021-01-01,2021,1,Friday,Q1,Florida,South,West South Central,DES ARC,Residence/Home,DES ARC,City,"Cities <2,500",1553,All Other Larceny (23H),Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,2,0,2,Individual,White,Unknown
2021-01-01,2021,1,Friday,Q1,Florida,South,West South Central,DES ARC,Residence/Home,DES ARC,City,"Cities <2,500",1553,All Other Larceny,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,2,0,2,Individual,White,Unknown
2021-01-01,2021,1,Friday,Q1,Florida,South,West South Central,SULPHUR SPRINGS,Residence/Home,SULPHUR SPRINGS,City,"Cities <2,500",464,Intimidation,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),2,2,0,2,2,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Georgia,South,West South Central,,Residence/Home,State Park:  Devil's Den State,State Agency Enforcement Unit,Possessions,0,Intimidation,Non-Violent,Disability,Anti-Mental Disability,1,1,0,0,0,0,Individual,Unknown,
2021-01-01,2021,1,Friday,Q1,Idaho,West,Pacific,HANFORD,Residence/Home,KINGS,County,"MSA Counties 25,000-99,999",31478,Rape,Violent,Religion,Anti-Buddhist,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Illinois,West,Pacific,MONTEREY PARK,Other/Unknown,PICO RIVERA,City,"Cities 50,000-99,999",61180,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Religious Organization,Unknown,
2021-01-01,2021,1,Friday,Q1,Massachusetts,West,Mountain,BOULDER,Residence/Home,BOULDER,City,"Cities 100,000-249,999",104232,Intimidation,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,Unknown,Unknown
2021-01-01,2021,1,Friday,Q1,Michigan,Northeast,New England,MIDDLETOWN,"Specialty Store (TV, Fur, Etc.)",MONTVILLE,City,"Cities <2,500",0,Simple Assault,Violent,Religion,Anti-Islamic (Muslim),1,1,0,0,0,0,Individual,Unknown,
2021-01-01,2021,1,Friday,Q1,Michigan,Northeast,New England,NEW HAVEN,Highway/Road/Alley,NEW HAVEN,City,"Cities 100,000-249,999",141481,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,1,0,1,Individual,White,
2021-01-01,2021,1,Friday,Q1,North Carolina,South,South Atlantic,FL,"Specialty Store (TV, Fur, Etc.)",POLK HIGHWAY PATROL,State Police,Possessions,0,All Other Larceny,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,New Jersey,South,South Atlantic,ORLANDO,Parking Lot/Garage,HP: FLAGLER COUNTY,State Police,"MSA Counties <10,000",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,Individual,Unknown,Unknown
2021-01-01,2021,1,Friday,Q1,New York,South,South Atlantic,TALLAHASSEE,Highway/Road/Alley,DAB&T: HILLSBOROUGH CNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Intimidation,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Business,Unknown,
2021-01-01,2021,1,Friday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Other,Unknown,
2021-01-01,2021,1,Friday,Q1,Ohio,South,South Atlantic,,Residence/Home,DEPT OF AGRICULTURE AND CONSUM,State Agency Enforcement Unit,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,Individual,Unknown,
2021-01-01,2021,1,Friday,Q1,Ohio,South,South Atlantic,BLUE RIDGE,Hotel/Motel/Etc.,BLUE RIDGE,City,"Cities <2,500",1225,Simple Assault,Violent,Race/Ethnicity,Anti-Black or African American,3,3,0,2,2,0,Individual,White,
2021-01-01,2021,1,Friday,Q1,Oklahoma,South,South Atlantic,CANTON,Residence/Home,CHEROKEE COUNTY MARSHAL,"Other Agencies (e.g., fire marshal, hospital, airport)","MSA Counties <10,000",0,Simple Assault,Violent,Disability,Anti-Mental Disability,1,0,1,2,0,2,Individual,Group of Multiple Races,
2021-01-01,2021,1,Friday,Q1,Oklahoma,South,South Atlantic,COLQUITT,Drug Store/Dr.'s Office/Hospital,COLQUITT,City,"Cities <2,500",1780,Simple Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,
2021-01-01,2021,1,Friday,Q1,Oregon,South,South Atlantic,EAST ELLIJAY,School/College,EAST ELLIJAY,City,"Cities <2,500",573,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Business,Unknown,
2021-01-01,2021,1,Friday,Q1,Oregon,South,South Atlantic,ELLIJAY,Highway/Road/Alley,GILMER,County,"Non-MSA Counties 25,000-99,999",29997,Robbery,Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),2,2,0,1,1,0,Individual,White,Unknown
2021-01-01,2021,1,Friday,Q1,Pennsylvania,West,Pacific,LIHUE,Highway/Road/Alley,LIHUE,City,Possessions,0,Intimidation,Non-Violent,Religion,"Anti-Multiple Religions, Group",1,1,0,1,1,0,Individual,White,Unknown
2021-01-01,2021,1,Friday,Q1,Texas,North Central,East North Central,FRANKFORT,Residence/Home,FRANKFORT,City,"Cities 10,000-24,999",20666,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Texas,North Central,East North Central,NEOGA,Residence/Home,NEOGA,City,"Cities <2,500",1368,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,Individual,Unknown,Unknown
2021-01-01,2021,1,Friday,Q1,Texas,North Central,East North Central,NEOGA,Residence/Home,NEOGA,City,"Cities <2,500",1368,Aggravated Assault,Violent,Disability,Anti-Mental Disability,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Utah,North Central,East North Central,OKAWVILLE,Residence/Home,OKAWVILLE,City,"Cities <2,500",1352,All Other Larceny,Non-Violent,Race/Ethnicity,Anti-American Indian/Alaska Native,0,0,0,0,0,0,Other,Unknown,Unknown
2021-01-01,2021,1,Friday,Q1,Virginia,North Central,East North Central,PEORIA,Hotel/Motel/Etc.,PEORIA,County,"MSA Counties 25,000-99,999",47490,Simple Assault,Violent,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-01,2021,1,Friday,Q1,Washington,North Central,East North Central,SOUTH ROXANA,Highway/Road/Alley,SOUTH ROXANA,City,"Cities <2,500",1854,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Government,Unknown,
2021-01-01,2021,1,Friday,Q1,Washington,North Central,East North Central,SPRINGFIELD,Residence/Home,S SP: AUTO THFT S DIST 5,State Agency Enforcement Unit,"MSA Counties <10,000",0,Simple Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,2,2,0,Individual,White,
2021-01-01,2021,1,Friday,Q1,Washington,North Central,East North Central,SPRINGFIELD,Other/Unknown,SANGAMON,County,"MSA Counties 25,000-99,999",34380,Intimidation,Non-Violent,Race/Ethnicity,Anti-Asian,1,1,0,1,1,0,Individual,Unknown,Unknown
2021-01-02,2021,1,Saturday,Q1,Colorado,West,Mountain,PARKER,Residence/Home,LA PAZ,County,"Non-MSA Counties 10,000-24,999",10635,Aggravated Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,2,2,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Colorado,West,Mountain,SAFFORD,Residence/Home,SAFFORD,City,"Cities 10,000-24,999",10311,Aggravated Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Colorado,West,Mountain,SUPERIOR,Church/Synagogue/Temple,SUPERIOR,City,"Cities 2,500-9,999",2528,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Business,Unknown,Unknown
2021-01-02,2021,1,Saturday,Q1,Georgia,South,West South Central,,Highway/Road/Alley,State Park: War Memorial Stadi,State Agency Enforcement Unit,Possessions,0,Aggravated Assault,Violent,Race/Ethnicity,Anti-White,2,0,2,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Iowa,West,Pacific,ELSINORE,Residence/Home,ELSINORE,City,"Cities <2,500",0,Simple Assault,Violent,Religion,Anti-Eastern Orthodox,1,0,1,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Massachusetts,West,Mountain,BOULDER,Highway/Road/Alley,BOULDER,City,"Cities 100,000-249,999",104232,Simple Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,Individual,Unknown,
2021-01-02,2021,1,Saturday,Q1,Maryland,West,Mountain,CORTEZ,Residence/Home,CORTEZ,City,"Cities 2,500-9,999",9120,Simple Assault,Violent,Disability,Anti-Mental Disability,1,1,0,1,1,0,Unknown,White,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,New Jersey,South,South Atlantic,MIAMI SHORES,Residence/Home,MIAMI SHORES,City,"Cities 10,000-24,999",11217,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Unknown
2021-01-02,2021,1,Saturday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Other,Unknown,
2021-01-02,2021,1,Saturday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Simple Assault,Violent,Gender,Anti-Female,0,0,0,0,0,0,Individual,Black or African American,
2021-01-02,2021,1,Saturday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Simple Assault,Violent,Gender,Anti-Female,0,0,0,0,0,0,Individual,Black or African American,
2021-01-02,2021,1,Saturday,Q1,Ohio,South,South Atlantic,BLUE RIDGE,Residence/Home,BLUE RIDGE,City,"Cities <2,500",1225,Intimidation,Non-Violent,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,Individual,White,
2021-01-02,2021,1,Saturday,Q1,Pennsylvania,South,South Atlantic,WACO,Residence/Home,WEST GA TECHNICAL COLLEG,University or College,"Cities <2,500",0,Theft from Motor Vehicle,Non-Violent,Race/Ethnicity,Anti-Native Hawaiian/Pacific Islander,1,1,0,0,0,0,Individual,Unknown,
2021-01-02,2021,1,Saturday,Q1,Pennsylvania,West,Pacific,,Residence/Home,CITY OF REFUGE NHP,,Possessions,0,Theft of Motor Vehicle Parts,Non-Violent,Race/Ethnicity,Anti-Native Hawaiian/Pacific Islander,1,1,0,0,0,0,Individual,Unknown,
2021-01-02,2021,1,Saturday,Q1,South Carolina,West,Mountain,FRUITLAND,Residence/Home,FRUITLAND,City,"Cities 2,500-9,999",6823,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Eastern Orthodox,1,1,0,0,0,0,Individual,Unknown,Unknown
2021-01-02,2021,1,Saturday,Q1,Tennessee,North Central,East North Central,CRYSTAL LAKE,Residence/Home,MCHENRY COUNTY COLLEGE,University or College,"Cities <2,500",0,Aggravated Assault,Violent,Disability,Anti-Mental Disability,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Texas,North Central,East North Central,LONDON MILLS,Highway/Road/Alley,LONDON MILLS,City,"Cities <2,500",0,Weapon Law Violations,Non-Violent,Race/Ethnicity,Anti-American Indian/Alaska Native,0,0,0,1,1,0,Society/Public,Black or African American,Not Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Texas,North Central,East North Central,MACOMB,Church/Synagogue/Temple,MCDONOUGH,County,"Non-MSA Counties 10,000-24,999",10378,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Protestant,0,0,0,1,0,1,Business,White,Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Texas,North Central,East North Central,MASON CITY,Highway/Road/Alley,MASON CITY,City,"Cities <2,500",1994,Simple Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-02,2021,1,Saturday,Q1,Washington,North Central,East North Central,SUMMERFIELD,Government/Public Building,SUMMERFIELD,City,"Cities <2,500",328,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Government,Unknown,
2021-01-02,2021,1,Saturday,Q1,Wyoming,North Central,East North Central,BRAZIL,Residence/Home,BRAZIL,City,"Cities 2,500-9,999",8154,Intimidation,Non-Violent,Sexual Orientation,Anti-Lesbian,1,1,0,1,1,0,Individual,Black or African American,Unknown
2021-01-03,2021,1,Sunday,Q1,California,South,East South Central,TOXEY,School - Elementary/Secondary,TOXEY,City,"Cities <2,500",135,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Government,Unknown,Unknown
2021-01-03,2021,1,Sunday,Q1,California,South,East South Central,WETUMPKA,Convenience Store,WETUMPKA,City,"Cities 2,500-9,999",8617,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,California,South,East South Central,WETUMPKA,Residence/Home,WETUMPKA,City,"Cities 2,500-9,999",8617,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,California,South,East South Central,WETUMPKA,Grocery/Supermarket,WETUMPKA,City,"Cities 2,500-9,999",8617,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,California,West,Pacific,BETHEL,Highway/Road/Alley,BETHEL,City,"Cities 2,500-9,999",6267,Destruction/Damage/Vandalism of Property,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,Individual,Unknown,Unknown
2021-01-03,2021,1,Sunday,Q1,Delaware,West,Mountain,,Parking Lot/Garage,MONTEZUMA CASTLE NM,,Possessions,0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Business,Unknown,
2021-01-03,2021,1,Sunday,Q1,Illinois,West,Pacific,PLEASANT HILL,Other/Unknown,PLEASANT HILL,City,"Cities 25,000-49,999",34949,Intimidation,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,2,2,0,Individual,Black or African American,Not Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,North Carolina,South,South Atlantic,FL,Restaurant,POLK CO DIV BEVERAGE,State Agency Enforcement Unit,Possessions,0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,North Carolina,South,South Atlantic,FORT WALTON BEACH,Residence/Home,OKALOOSA CO DLE FT WTN B,State Agency Enforcement Unit,Possessions,0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Sikh,1,1,0,0,0,0,Individual,Unknown,Not Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,New Jersey,South,South Atlantic,NAPLES,Highway/Road/Alley,COLLIER,County,"MSA Counties 100,000+",355339,Simple Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,2,2,0,Individual,Unknown,
2021-01-03,2021,1,Sunday,Q1,New Jersey,South,South Atlantic,PEMBROKE PINES,Restaurant,PEMBROKE PINES,City,"Cities 100,000-249,999",169288,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,Individual,White,Unknown
2021-01-03,2021,1,Sunday,Q1,Texas,North Central,East North Central,EAST SAINT LOUIS,Residence/Home,CENTREVILLE,City,"Cities <2,500",0,Motor Vehicle Theft,Non-Violent,Disability,Anti-Mental Disability,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,Utah,North Central,East North Central,OKAWVILLE,Residence/Home,OKAWVILLE,City,"Cities <2,500",1352,Aggravated Assault,Violent,Race/Ethnicity,Anti-American Indian/Alaska Native,1,1,0,1,1,0,Individual,American Indian/Alaska Native,Not Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,Washington,North Central,East North Central,SPRINGFIELD,Highway/Road/Alley,S SP: HQ COMMAND CENTER,State Agency Enforcement Unit,"MSA Counties <10,000",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-03,2021,1,Sunday,Q1,Wisconsin,North Central,East North Central,WILLIAMSVILLE,Residence/Home,WILLIAMSVILLE,City,"Cities <2,500",1428,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Arizona,South,East South Central,LEXINGTON,Convenience Store,LEXINGTON,City,"Cities <2,500",738,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,California,South,East South Central,RIVERSIDE,Church/Synagogue/Temple,RIVERSIDE,City,"Cities <2,500",2265,Intimidation,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,California,West,Pacific,BETHEL,Highway/Road/Alley,BETHEL,City,"Cities 2,500-9,999",6267,Destruction/Damage/Vandalism of Property,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,Individual,Unknown,Unknown
2021-01-04,2021,1,Monday,Q1,Colorado,West,Mountain,PHOENIX,Residence/Home,ARIZONA STATE CAPITOL,State Agency Enforcement Unit,"Cities <2,500",0,Simple Assault,Violent,Race/Ethnicity,Anti-White,5,5,0,1,1,0,Individual,White,Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Unknown,West,Mountain,,Park/Playground,"DEPT OF PUBLIC SAFETY, TUCSON",State Agency Enforcement Unit,"Cities <2,500",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,Individual,Black or African American,
2021-01-04,2021,1,Monday,Q1,Georgia,West,Pacific,ALVISO,Church/Synagogue/Temple,ALVISO,City,"Cities <2,500",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Atheism/Agnosticism,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Georgia,West,Pacific,ALVISO,Church/Synagogue/Temple,ALVISO,City,"Cities <2,500",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Atheism/Agnosticism,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Georgia,West,Pacific,ALVISO,Church/Synagogue/Temple,ALVISO,City,"Cities <2,500",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Atheism/Agnosticism,0,0,0,1,1,0,Religious Organization,White,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Hawaii,West,Pacific,COLUSA,Residence/Home,COLUSA,County,"Non-MSA Counties <10,000",9907,Intimidation,Non-Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Native Hawaiian/Other Pacific Islander,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Illinois,West,Pacific,OAKLAND,Residence/Home,UPRR: MODOC COUNTY,"Other Agencies (e.g., fire marshal, hospital, airport)","Non-MSA Counties <10,000",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,4,4,0,2,0,2,Individual,White,
2021-01-04,2021,1,Monday,Q1,Kansas,West,Pacific,SANTA BARBARA,Residence/Home,GOLETA,City,"Cities 25,000-49,999",32929,Intimidation,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,0,1,2,0,2,Individual,White,
2021-01-04,2021,1,Monday,Q1,Louisiana,West,Pacific,,Bank/Savings and Loan,HP: JUDICIAL PROTECTION SECTIO,State Police,"Cities <2,500",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2021-01-04,2021,1,Monday,Q1,Minnesota,Northeast,New England,,Highway/Road/Alley,YALE UNIVERSITY,University or College,"Cities <2,500",0,Intimidation,Non-Violent,Religion,Anti-Islamic (Muslim),1,1,0,1,1,0,Individual,White,Unknown
2021-01-04,2021,1,Monday,Q1,North Carolina,South,South Atlantic,HIALEAH GARDENS,Residence/Home,HIALEAH GARDENS,City,"Cities 10,000-24,999",22091,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,Individual,Unknown,Unknown
2021-01-04,2021,1,Monday,Q1,New Jersey,South,South Atlantic,PALATKA,Other/Unknown,PALATKA,City,"Cities 10,000-24,999",10445,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Unknown
2021-01-04,2021,1,Monday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Simple Assault,Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Individual,Unknown,
2021-01-04,2021,1,Monday,Q1,New York,South,South Atlantic,TALLAHASSEE,Other/Unknown,DEP DLE: MANATEE COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Robbery,Violent,Gender,Anti-Female,0,0,0,0,0,0,Business,Black or African American,
2021-01-04,2021,1,Monday,Q1,Wyoming,North Central,East North Central,BLOOMINGTON,Farm Facility,BLOOMINGTON,City,"Cities 50,000-99,999",80135,Aggravated Assault,Violent,Gender,Anti-Female,1,1,0,2,2,0,Individual,White,Not Hispanic or Latino
2021-01-05,2021,1,Tuesday,Q1,California,South,East South Central,OAKMAN,School - Elementary/Secondary,OAKMAN,City,"Cities <2,500",746,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,0,0,0,Individual,Unknown,Unknown
2021-01-05,2021,1,Tuesday,Q1,California,South,East South Central,RED LEVEL,Drug Store/Dr.'s Office/Hospital,RED LEVEL,City,"Cities <2,500",436,Robbery,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Unknown
2021-01-05,2021,1,Tuesday,Q1,California,South,East South Central,ROANOKE,Air/Bus/Train Terminal,ROANOKE,City,"Cities 2,500-9,999",5411,Intimidation,Non-Violent,Disability,Anti-Physical Disability,1,1,0,1,1,0,Individual,Group of Multiple Races,Hispanic or Latino
2021-01-05,2021,1,Tuesday,Q1,California,South,East South Central,ROANOKE,Highway/Road/Alley,ROANOKE,City,"Cities 2,500-9,999",5411,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,2,0,2,Individual,Group of Multiple Races,Hispanic or Latino
2021-01-05,2021,1,Tuesday,Q1,Georgia,South,West South Central,,Government/Public Building,State Park: Marks' Mills Battl,State Agency Enforcement Unit,Possessions,0,All Other Larceny,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,1,0,1,Government,White,Unknown
