incident_date,year,month,day_of_week,quarter,state_name,region,division,city,location,agency_name,agency_type,population_group,population,offense_description,offense_severity,bias_category,bias_motivation,total_victims,adult_victims,juvenile_victims,total_offenders,adult_offenders,juvenile_offenders,victim_types,offender_race,offender_ethnicity
2022-05-18,2022,5,Wednesday,Q2,New Jersey,North Central,East North Central,FLINT,School - Elementary/Secondary,FLINT,City,"Cities 50,000-99,999",79234,Simple Assault,Violent,Race/Ethnicity,Anti-White,1,0,1,1,0,1,Individual,Black or African American,Not Hispanic or Latino
2022-05-18,2022,5,Wednesday,Q2,New Jersey,North Central,East North Central,GAYLORD,Residence/Home,GAYLORD,City,"Cities 2,500-9,999",4340,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,Individual,Unknown,Unknown
2022-05-18,2022,5,Wednesday,Q2,New Jersey,North Central,East North Central,GAYLORD,Residence/Home,GAYLORD,City,"Cities 2,500-9,999",4340,Intimidation,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,White,Unknown
2022-05-18,2022,5,Wednesday,Q2,New Jersey,North Central,East North Central,GAYLORD,Residence/Home,GAYLORD,City,"Cities 2,500-9,999",4340,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Unknown
2022-05-18,2022,5,Wednesday,Q2,New Jersey,North Central,East North Central,GLADSTONE,Highway/Road/Alley,GLADSTONE,City,"Cities 2,500-9,999",5232,Intimidation,Non-Violent,Religion,Anti-Jewish,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-18,2022,5,Wednesday,Q2,New Mexico,North Central,East North Central,LANSING,Government/Public Building,LANSING TOWNSHIP,City,"Cities 2,500-9,999",8158,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-18,2022,5,Wednesday,Q2,Nevada,North Central,East North Central,LINCOLN PARK,Air/Bus/Train Terminal,LINCOLN PARK,City,"Cities 25,000-49,999",35879,Intimidation,Non-Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-18,2022,5,Wednesday,Q2,New York,North Central,East North Central,MUSKEGON,Other/Unknown,MUSKEGON TOWNSHIP,City,"Cities 10,000-24,999",18043,Intimidation,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Individual,Unknown,
2022-05-18,2022,5,Wednesday,Q2,New York,North Central,East North Central,NEW HAVEN,Residence/Home,NEW HAVEN,City,"Cities 2,500-9,999",5105,Simple Assault,Violent,Sexual Orientation,Anti-Gay (Male),0,0,0,0,0,0,Individual,White,
2022-05-18,2022,5,Wednesday,Q2,New York,North Central,East North Central,NEW HAVEN,Other/Unknown,NEW HAVEN,City,"Cities 2,500-9,999",5105,Aggravated Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,0,0,0,0,0,0,Individual,Black or African American,
2022-05-18,2022,5,Wednesday,Q2,New York,North Central,East North Central,PECK,Residence/Home,PECK,City,"Cities <2,500",606,Intimidation,Non-Violent,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,Individual,Unknown,Unknown
2022-05-18,2022,5,Wednesday,Q2,New York,North Central,East North Central,PECK,Parking Lot/Garage,PECK,City,"Cities <2,500",606,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,Individual,Unknown,
2022-05-18,2022,5,Wednesday,Q2,New York,North Central,East North Central,SAGINAW,Residence/Home,CARROLLTON TOWNSHIP,City,"Cities 2,500-9,999",5574,Simple Assault,Violent,Race/Ethnicity,Anti-Asian,0,0,0,0,0,0,Individual,Group of Multiple Races,
2022-05-18,2022,5,Wednesday,Q2,Ohio,North Central,West North Central,AUSTIN,Other/Unknown,MOWER,County,"Non-MSA Counties 10,000-24,999",14085,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,1,0,1,Individual,White,Unknown
2022-05-18,2022,5,Wednesday,Q2,Ohio,North Central,West North Central,ELK RIVER,Residence/Home,SHERBURNE,County,"MSA Counties 25,000-99,999",50125,Simple Assault,Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,White,
2022-05-18,2022,5,Wednesday,Q2,Oklahoma,North Central,West North Central,MOOSE LAKE,Convenience Store,MOOSE LAKE,City,"Cities 2,500-9,999",2565,Intimidation,Non-Violent,Race/Ethnicity,Anti-Asian,1,1,0,1,1,0,Individual,White,
2022-05-18,2022,5,Wednesday,Q2,Oregon,North Central,West North Central,SAINT LOUIS PARK,Highway/Road/Alley,ST. LOUIS PARK,City,"Cities 25,000-49,999",49196,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,Individual,White,Unknown
2022-05-18,2022,5,Wednesday,Q2,Pennsylvania,South,East South Central,IUKA,Service/Gas Station,IUKA,City,"Cities 2,500-9,999",3073,Simple Assault,Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-18,2022,5,Wednesday,Q2,South Dakota,North Central,West North Central,KIRKSVILLE,Park/Playground,KIRKSVILLE,City,"Cities 10,000-24,999",17515,Intimidation,Non-Violent,Religion,Anti-Jewish,1,0,1,0,0,0,Individual,Unknown,
2022-05-18,2022,5,Wednesday,Q2,Washington,North Central,West North Central,TECUMSEH,School - Elementary/Secondary,JOHNSON,County,"Non-MSA Counties <10,000",5077,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,"Anti-Multiple Races, Group",0,0,0,0,0,0,Business,Unknown,
2022-05-18,2022,5,Wednesday,Q2,Wyoming,Northeast,New England,NASHUA,Highway/Road/Alley,NASHUA,City,"Cities 50,000-99,999",91027,Intimidation,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,0,1,1,0,1,Individual,White,Not Hispanic or Latino
2022-05-18,2022,5,Wednesday,Q2,Wyoming,Northeast,New England,NASHUA,,NASHUA,City,"Cities 50,000-99,999",91027,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Arizona,North Central,East North Central,PLAINFIELD,Highway/Road/Alley,PLAINFIELD,City,"Cities 25,000-49,999",36680,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,California,North Central,East North Central,,Drug Store/Dr.'s Office/Hospital,LEAVENWORTH,City,"Cities <2,500",287,Intimidation,Non-Violent,Religion,Anti-Jewish,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,California,North Central,East North Central,,Church/Synagogue/Temple,LEAVENWORTH,City,"Cities <2,500",287,Intimidation,Non-Violent,Religion,Anti-Other Religion,1,1,0,1,1,0,Individual,Unknown,Unknown
2022-05-19,2022,5,Thursday,Q2,California,North Central,East North Central,,Parking Lot/Garage,LEAVENWORTH,City,"Cities <2,500",287,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,California,North Central,West North Central,EMMETSBURG,Hotel/Motel/Etc.,EMMETSBURG,City,"Cities 2,500-9,999",3645,Intimidation,Non-Violent,Gender,Anti-Female,2,0,2,1,1,0,Individual,Unknown,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Colorado,North Central,West North Central,MISSOURI VALLEY,"Specialty Store (TV, Fur, Etc.)",MISSOURI VALLEY,City,"Cities 2,500-9,999",2552,Impersonation,Non-Violent,Race/Ethnicity,Anti-American Indian/Alaska Native,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Colorado,North Central,West North Central,ORANGE CITY,Gambling Facility/Casino,ORANGE CITY,City,"Cities 2,500-9,999",6220,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Business,Unknown,
2022-05-19,2022,5,Thursday,Q2,District of Columbia,North Central,West North Central,,Highway/Road/Alley,KEOTA,City,"Cities <2,500",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,4,4,0,0,0,0,Individual,Unknown,
2022-05-19,2022,5,Thursday,Q2,Georgia,North Central,West North Central,VALLEY CENTER,School - Elementary/Secondary,VALLEY CENTER,City,"Cities 2,500-9,999",7342,Intimidation,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,2,0,2,Individual,White,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Illinois,South,East South Central,GREENUP,Residence/Home,GREENUP,City,"Cities <2,500",1043,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Illinois,South,East South Central,PIKEVILLE,Highway/Road/Alley,PIKE,County,"Non-MSA Counties 25,000-99,999",47821,Simple Assault,Violent,Religion,Anti-Jewish,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Kansas,South,East South Central,,Church/Synagogue/Temple,FAYETTE COUNTY PD,,Possessions,0,All Other Larceny,Non-Violent,Religion,Anti-Catholic,0,0,0,1,0,1,Religious Organization,White,
2022-05-19,2022,5,Thursday,Q2,Kansas,South,East South Central,,Residence/Home,METCALFE COUNTY SCHOOLS,"Other Agencies (e.g., fire marshal, hospital, airport)","Non-MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),2,2,0,0,0,0,Individual,Unknown,
2022-05-19,2022,5,Thursday,Q2,Massachusetts,Northeast,New England,BERWICK,Highway/Road/Alley,BERWICK,City,"Cities 2,500-9,999",8185,Simple Assault,Violent,Gender Identity,Anti-Transgender,1,1,0,1,1,0,Individual,Black or African American,Unknown
2022-05-19,2022,5,Thursday,Q2,Maryland,Northeast,New England,GRAY,Field/Woods,SP: CUMBERLAND COUNTY,State Police,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,"Anti-Multiple Races, Group",0,0,0,0,0,0,Business,Unknown,
2022-05-19,2022,5,Thursday,Q2,Maryland,Northeast,New England,OAKLAND,Highway/Road/Alley,OAKLAND,City,"Cities 2,500-9,999",6300,Aggravated Assault,Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,1,1,0,Individual,Black or African American,Unknown
2022-05-19,2022,5,Thursday,Q2,Maryland,Northeast,New England,OAKLAND,Highway/Road/Alley,OAKLAND,City,"Cities 2,500-9,999",6300,Simple Assault,Violent,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,0,0,0,Individual,Unknown,
2022-05-19,2022,5,Thursday,Q2,Maine,Northeast,New England,PORTLAND,Park/Playground,DEA: WASHINGTON COUNTY,State Agency Enforcement Unit,"Non-MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Government,Unknown,
2022-05-19,2022,5,Thursday,Q2,Michigan,South,South Atlantic,ANNAPOLIS,Park/Playground,SP: ANNE ARUNDEL COUNTY,State Police,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Government,Unknown,
2022-05-19,2022,5,Thursday,Q2,Michigan,South,South Atlantic,ANNAPOLIS,Park/Playground,SP: ANNE ARUNDEL COUNTY,State Police,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,1,1,0,Business,White,Unknown
2022-05-19,2022,5,Thursday,Q2,North Carolina,North Central,East North Central,ALPENA,Commercial/Office Building,SP: ALPENA COUNTY,State Police,"Non-MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Business,Unknown,
2022-05-19,2022,5,Thursday,Q2,New Jersey,North Central,East North Central,HASTINGS,School - Elementary/Secondary,BARRY,County,"Non-MSA Counties 25,000-99,999",44021,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,1,0,1,Individual,White,Unknown
2022-05-19,2022,5,Thursday,Q2,New Jersey,North Central,East North Central,HOLLAND,School - Elementary/Secondary,HOPE COLLEGE,University or College,"Cities <2,500",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Government,Unknown,
2022-05-19,2022,5,Thursday,Q2,New York,North Central,East North Central,NEW HAVEN,Residence/Home,NEW HAVEN,City,"Cities 2,500-9,999",5105,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Other,Unknown,
2022-05-19,2022,5,Thursday,Q2,New York,North Central,East North Central,NEW HAVEN,Other/Unknown,NEW HAVEN,City,"Cities 2,500-9,999",5105,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Business,Unknown,
2022-05-19,2022,5,Thursday,Q2,New York,North Central,East North Central,NEW HAVEN,Other/Unknown,NEW HAVEN,City,"Cities 2,500-9,999",5105,Simple Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,0,0,0,0,0,0,Individual,Unknown,
2022-05-19,2022,5,Thursday,Q2,New York,North Central,East North Central,PALMER,Convenience Store,RICHMOND TOWNSHIP,City,"Cities <2,500",815,Intimidation,Non-Violent,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Ohio,North Central,East North Central,,School - Elementary/Secondary,GREAT LAKES CENTRAL RAILROAD,"Other Agencies (e.g., fire marshal, hospital, airport)","Cities <2,500",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,0,0,0,Individual,Unknown,
2022-05-19,2022,5,Thursday,Q2,Ohio,North Central,West North Central,CHASKA,Other/Unknown,WACONIA,City,"Cities 10,000-24,999",13558,Stolen Property Offenses,Non-Violent,Disability,Anti-Mental Disability,2,2,0,1,1,0,Individual,White,
2022-05-19,2022,5,Thursday,Q2,Ohio,North Central,West North Central,GAYLORD,Highway/Road/Alley,SIBLEY,County,"Non-MSA Counties <10,000",7537,Simple Assault,Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Black or African American,
2022-05-19,2022,5,Thursday,Q2,Texas,North Central,West North Central,,,WEST SULLIVAN,City,"Cities <2,500",279,Intimidation,Non-Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Washington,North Central,West North Central,STANTON,Residence/Home,STANTON,City,"Cities <2,500",1474,Destruction/Damage/Vandalism of Property,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),2,2,0,1,1,0,Individual,White,
2022-05-19,2022,5,Thursday,Q2,Washington,North Central,West North Central,YORK,Residence/Home,YORK,County,"Non-MSA Counties <10,000",5199,Aggravated Assault,Violent,Race/Ethnicity,Anti-Asian,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-19,2022,5,Thursday,Q2,Wisconsin,North Central,West North Central,,School - Elementary/Secondary,HENDERSON,City,"Cities <2,500",1085,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,0,1,1,0,1,Individual,White,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Alabama,North Central,East North Central,ELKHART,Restaurant,ELKHART,County,"MSA Counties 100,000+",110602,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,
2022-05-20,2022,5,Friday,Q2,Alabama,North Central,East North Central,INDIANAPOLIS,Residence/Home,SP: BROWN COUNTY,State Police,"MSA Counties <10,000",0,All Other Larceny,Non-Violent,Gender Identity,Anti-Gender Non-Conforming,1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,California,North Central,East North Central,,Residence/Home,LEAVENWORTH,City,"Cities <2,500",287,Intimidation,Non-Violent,Religion,Anti-Jehovah's Witness,2,2,0,0,0,0,Individual,Unknown,Unknown
2022-05-20,2022,5,Friday,Q2,California,North Central,East North Central,,Highway/Road/Alley,LEAVENWORTH,City,"Cities <2,500",287,Simple Assault,Violent,Religion,Anti-Jewish,1,1,0,2,0,2,Individual,White,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,California,North Central,East North Central,,Highway/Road/Alley,LEAVENWORTH,City,"Cities <2,500",287,Simple Assault,Violent,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,California,North Central,East North Central,,Residence/Home,NORTH SALEM,City,"Cities <2,500",475,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,Individual,Unknown,Unknown
2022-05-20,2022,5,Friday,Q2,California,North Central,East North Central,,Church/Synagogue/Temple,WARREN,City,"Cities <2,500",1191,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Protestant,0,0,0,1,1,0,Religious Organization,Group of Multiple Races,Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,California,North Central,West North Central,BETTENDORF,Grocery/Supermarket,BETTENDORF,City,"Cities 25,000-49,999",39548,Robbery,Violent,Race/Ethnicity,Anti-Asian,1,1,0,2,1,1,Individual,Black or African American,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,California,North Central,West North Central,BETTENDORF,Restaurant,BETTENDORF,City,"Cities 25,000-49,999",39548,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Asian,0,0,0,1,1,0,Business,White,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,California,North Central,West North Central,IOWA CITY,Residence/Home,IOWA CITY,City,"Cities 50,000-99,999",75396,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,2,2,0,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Connecticut,North Central,West North Central,WEST LIBERTY,Parking Lot/Garage,WEST LIBERTY,City,"Cities 2,500-9,999",3796,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Georgia,North Central,West North Central,WAVERLY,Residence/Home,WAVERLY,City,"Cities <2,500",532,Simple Assault,Violent,Religion,Anti-Islamic (Muslim),1,1,0,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Illinois,South,East South Central,OWENTON,Other/Unknown,OWEN CNTY CNSTBL DIST 3,"Other Agencies (e.g., fire marshal, hospital, airport)","Non-MSA Counties <10,000",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Illinois,South,East South Central,PIKEVILLE,Residence/Home,PIKE,County,"Non-MSA Counties 25,000-99,999",47821,Simple Assault,Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Illinois,South,East South Central,PIKEVILLE,Highway/Road/Alley,PIKE,County,"Non-MSA Counties 25,000-99,999",47821,Aggravated Assault,Violent,Race/Ethnicity,Anti-White,2,2,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Indiana,South,East South Central,SCOTTSVILLE,Residence/Home,SCOTTSVILLE,City,"Cities 2,500-9,999",4579,Simple Assault,Violent,Race/Ethnicity,Anti-White,1,1,0,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Kansas,South,East South Central,,Parking Lot/Garage,LEE COUNTY SCHOOLS,"Other Agencies (e.g., fire marshal, hospital, airport)",Possessions,0,Theft from Motor Vehicle,Non-Violent,Religion,Anti-Sikh,1,1,0,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Louisiana,South,West South Central,OBERLIN,Restaurant,OBERLIN,City,"Cities <2,500",1333,Simple Assault,Violent,Race/Ethnicity,Anti-Hispanic or Latino,2,1,1,1,1,0,Individual,White,Unknown
2022-05-20,2022,5,Friday,Q2,Massachusetts,Northeast,New England,AUGUSTA,Highway/Road/Alley,BLE: PENOBSCOT COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Government,Unknown,Unknown
2022-05-20,2022,5,Friday,Q2,Maryland,Northeast,New England,LEBANON,Residence/Home,LEBANON,City,"Cities 2,500-9,999",6476,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Maryland,Northeast,New England,OAKLAND,"Specialty Store (TV, Fur, Etc.)",OAKLAND,City,"Cities 2,500-9,999",6300,Destruction/Damage/Vandalism of Property,Non-Violent,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),0,0,0,0,0,0,Business,Unknown,
2022-05-20,2022,5,Friday,Q2,Michigan,Northeast,New England,,Residence/Home,SFM: PENOBSCOT COUNTY,State Agency Enforcement Unit,"MSA Counties <10,000",0,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,4,2,2,1,1,0,Individual,White,Unknown
2022-05-20,2022,5,Friday,Q2,Michigan,South,South Atlantic,ANNAPOLIS,Auto Dealership New/Used,MD FORREST PARK-WILDLIFE,State Agency Enforcement Unit,"Cities <2,500",0,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,
2022-05-20,2022,5,Friday,Q2,New Jersey,North Central,East North Central,GRAND RAPIDS,Air/Bus/Train Terminal,KENT,County,"MSA Counties 100,000+",274131,Simple Assault,Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,New Jersey,North Central,East North Central,HARBOR BEACH,Parking Lot/Garage,HARBOR BEACH,City,"Cities <2,500",1589,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,2,2,0,1,1,0,Individual,White,Unknown
2022-05-20,2022,5,Friday,Q2,New Jersey,North Central,East North Central,JACKSON,School/College,BLACKMAN TOWNSHIP,City,"Cities 25,000-49,999",36111,Intimidation,Non-Violent,Religion,Anti-Jewish,1,1,0,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Nevada,North Central,East North Central,LINCOLN PARK,Church/Synagogue/Temple,LINCOLN PARK,City,"Cities 25,000-49,999",35879,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Church of Jesus Christ (LDS),0,0,0,0,0,0,Religious Organization,Unknown,
2022-05-20,2022,5,Friday,Q2,New York,North Central,East North Central,MUSKEGON,Other/Unknown,MUSKEGON TOWNSHIP,City,"Cities 10,000-24,999",18043,Destruction/Damage/Vandalism of Property,Non-Violent,Religion,Anti-Jewish,0,0,0,0,0,0,Business,Unknown,
2022-05-20,2022,5,Friday,Q2,Ohio,North Central,West North Central,CLOQUET,Residence/Home,CLOQUET,City,"Cities 10,000-24,999",12570,Burglary/Breaking and Entering,Non-Violent,Race/Ethnicity,Anti-White,1,1,0,0,0,0,Individual,Unknown,
2022-05-20,2022,5,Friday,Q2,Oregon,North Central,West North Central,Ostrander,Drug Store/Dr.'s Office/Hospital,OSTRANDER,City,"Cities <2,500",227,Intimidation,Non-Violent,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,Individual,Black or African American,Unknown
2022-05-20,2022,5,Friday,Q2,Tennessee,North Central,West North Central,MOUNTAIN VIEW,School - Elementary/Secondary,MOUNTAIN VIEW,City,"Cities 2,500-9,999",2578,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,0,1,1,0,1,Individual,White,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Texas,North Central,West North Central,BENNINGTON,Highway/Road/Alley,BENNINGTON,City,"Cities <2,500",1947,Simple Assault,Violent,Sexual Orientation,Anti-Lesbian,1,1,0,0,0,0,Individual,Unknown,Not Hispanic or Latino
2022-05-20,2022,5,Friday,Q2,Washington,North Central,West North Central,RED CLOUD,Park/Playground,RED CLOUD,City,"Cities <2,500",940,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,Black or African American,Not Hispanic or Latino
2022-05-21,2022,5,Saturday,Q2,Arizona,North Central,East North Central,PRINCETON,Service/Gas Station,GIBSON,County,"Non-MSA Counties 10,000-24,999",22349,Intimidation,Non-Violent,Race/Ethnicity,Anti-American Indian/Alaska Native,1,1,0,0,0,0,Individual,Unknown,
2022-05-21,2022,5,Saturday,Q2,California,North Central,East North Central,,Highway/Road/Alley,FORTVILLE,City,"Cities 2,500-9,999",4816,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,Government,Unknown,Unknown
2022-05-21,2022,5,Saturday,Q2,California,North Central,East North Central,,Other/Unknown,LEAVENWORTH,City,"Cities <2,500",287,Robbery,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,Unknown,Unknown
2022-05-21,2022,5,Saturday,Q2,California,North Central,East North Central,,Residence/Home,UTICA,City,"Cities <2,500",1022,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Asian,1,1,0,0,0,0,Individual,Unknown,Unknown
2022-05-21,2022,5,Saturday,Q2,California,North Central,West North Central,CENTERVILLE,Community Center,APPANOOSE,County,"Non-MSA Counties <10,000",7058,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-21,2022,5,Saturday,Q2,California,North Central,West North Central,JOHNSTON,Highway/Road/Alley,JOHNSTON,City,"Cities 10,000-24,999",24819,Destruction/Damage/Vandalism of Property,Non-Violent,Race/Ethnicity,Anti-Black or African American,0,0,0,2,0,2,Government,White,Hispanic or Latino
2022-05-21,2022,5,Saturday,Q2,Colorado,North Central,West North Central,MARION,Residence/Home,MARION,City,"Cities 25,000-49,999",42000,Intimidation,Non-Violent,Race/Ethnicity,Anti-Black or African American,3,2,1,1,1,0,Individual,White,Not Hispanic or Latino
2022-05-21,2022,5,Saturday,Q2,Colorado,North Central,West North Central,MARION,Highway/Road/Alley,MARION,City,"Cities 25,000-49,999",42000,Aggravated Assault,Violent,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,Individual,White,Hispanic or Latino
2022-05-21,2022,5,Saturday,Q2,Connecticut,North Central,West North Central,WAUKEE,Residence/Home,WAUKEE,City,"Cities 25,000-49,999",34520,Intimidation,Non-Violent,Race/Ethnicity,Anti-White,1,1,0,1,1,0,Individual,Unknown,Not Hispanic or Latino
2022-05-21,2022,5,Saturday,Q2,Unknown,North Central,West North Central,,Residence/Home,IOWA DIVISION OF NARCOTICS ENF,State Agency Enforcement Unit,"Cities <2,500",0,Intimidation,Non-Violent,Gender,Anti-Female,1,1,0,0,0,0,Individual,White,Unknown
