agency_id,incident_id,incident_date,agency_index,state_code,state_name,quarter_code,quarter,data_source_code,data_source,offense_code,offense_description,location_code,location,offense_victims,bias_code,bias_motivation,bias_category,victim_types_raw,victim_types,total_victims_reported,adult_victims,juvenile_victims,total_victims,total_offenders_reported,adult_offenders,juvenile_offenders,total_offenders,offender_race_code,offender_race,offender_ethnicity_code,offender_ethnicity,year,month,day_of_week,is_weekend,offense_severity
WI0050800,7DTQVRWA9MFW,2023-05-26,77275,48,Wisconsin,2,Q2 (April - June),N,NIBRS Incident,35A,Drug/Narcotic Violations,13,Highway/Road/Alley,1,61,Anti-Male,Gender,S,Society/Public,0,0,0,0,2,1,1,2,I,American Indian/Alaska Native,N,Not Hispanic or Latino,2023,5,Friday,False,Non-Violent
AL0470100,1-990G7TFNUL,2023-05-27,52669,01,Alabama,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,20,Residence/Home,1,11,Anti-White,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,,,2023,5,Saturday,True,Non-Violent
CA0010900,L7-4IACVZ39G,2023-05-27,53476,04,California,2,Q2 (April - June),,,13A,Aggravated Assault,13,Highway/Road/Alley,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,U,Unknown,2023,5,Saturday,True,Violent
CA0150200,3T1MR4FO6X I,2023-05-27,53670,04,California,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,04,Church/Synagogue/Temple,1,26,"Anti-Multiple Religions, Group",Religion,R,Religious Organization,0,0,0,0,0,0,0,0,U,Unknown,,,2023,5,Saturday,True,Non-Violent
CO0590000,2W20PU7382XI,2023-05-27,54899,05,Colorado,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,14,Hotel/Motel,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,U,Unknown,2023,5,Saturday,True,Non-Violent
DCMPD0000,C60A-OZ9728N,2023-05-27,55171,08,District of Columbia,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,2,12,Anti-Black or African American,Race/Ethnicity,I,Individual,2,2,0,2,1,1,0,1,W,White,U,Unknown,2023,5,Saturday,True,Non-Violent
DCMPD0000,C60AIBBV728N,2023-05-27,55171,08,District of Columbia,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,20,Residence/Home,1,14,Anti-Asian,Race/Ethnicity,I,Individual,1,1,0,1,1,0,1,1,B,Black or African American,U,Unknown,2023,5,Saturday,True,Non-Violent
ILCPD0000,672L6XVLQ-F3,2023-05-27,59248,12,Illinois,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,13,Highway/Road/Alley,1,85,Anti-Sikh,Religion,I,Individual,1,1,0,1,1,1,0,1,U,Unknown,U,Unknown,2023,5,Saturday,True,Non-Violent
IN0290000,2W20PU7392BN,2023-05-27,59349,13,Indiana,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,2,12,Anti-Black or African American,Race/Ethnicity,I,Individual,2,2,0,2,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Saturday,True,Non-Violent
KS0890600,P-M09 BRVSCT,2023-05-27,60124,15,Kansas,2,Q2 (April - June),N,NIBRS Incident,220,Burglary/Breaking and Entering,19,Rental Storage Facility,2,11,Anti-White,Race/Ethnicity,I,Individual,2,2,0,2,3,0,0,0,W,White,,,2023,5,Saturday,True,Non-Violent
MA0092800,5M-U74H360VS,2023-05-27,61558,20,Massachusetts,2,Q2 (April - June),N,NIBRS Incident,23H,All Other Larceny,50,Park/Playground,1,71,Anti-Transgender,Gender Identity,I,Individual,1,0,1,1,2,0,2,2,M,Group of Multiple Races,N,Not Hispanic or Latino,2023,5,Saturday,True,Non-Violent
MN0620900,C60IRWMC728N,2023-05-27,63541,22,Minnesota,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,13,Highway/Road/Alley,1,14,Anti-Asian,Race/Ethnicity,I,Individual,1,1,0,1,1,0,0,0,W,White,,,2023,5,Saturday,True,Violent
MO0190400,2W20GUK37D1A,2023-05-27,63813,24,Missouri,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,07,Convenience Store,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Saturday,True,Non-Violent
NJ0022700,2W20GUHVU61A,2023-05-27,66607,29,New Jersey,2,Q2 (April - June),,,13C,Intimidation,20,Residence/Home,1,32,Anti-Hispanic or Latino,Race/Ethnicity,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,U,Unknown,2023,5,Saturday,True,Non-Violent
NJ0115000,ZU10 ZTJ-F39,2023-05-27,66897,29,New Jersey,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,52,School - College/University,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,0,1,1,4,0,4,4,M,Group of Multiple Races,,,2023,5,Saturday,True,Violent
NJ0151800,0L3UWIAKUF39,2023-05-27,67052,29,New Jersey,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,32,Anti-Hispanic or Latino,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Saturday,True,Non-Violent
NJ0210400,2W20GU7V9GXA,2023-05-27,67180,29,New Jersey,2,Q2 (April - June),,,290,Destruction/Damage/Vandalism of Property,50,Park/Playground,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,O,Other,0,0,0,0,0,0,0,0,U,Unknown,U,Unknown,2023,5,Saturday,True,Non-Violent
NM0010000,YL3JOKOZB71A,2023-05-27,67223,30,New Mexico,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,39,,2,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,2,2,0,2,2,0,0,0,W,White,H,Hispanic or Latino,2023,5,Saturday,True,Violent
NY0145100,P-23FGJ4OOPT,2023-05-27,67660,31,New York,2,Q2 (April - June),,,290,Destruction/Damage/Vandalism of Property,25,Other/Unknown,1,12,Anti-Black or African American,Race/Ethnicity,O,Other,0,0,0,0,1,0,0,0,W,White,,,2023,5,Saturday,True,Non-Violent
NY0303000,380J4KARX6SF,2023-05-27,67840,31,New York,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,04,Church/Synagogue/Temple,1,11,Anti-White,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Saturday,True,Non-Violent
NY0303000,9N04KOYM VT3,2023-05-27,67840,31,New York,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,03,Bar/Nightclub,1,71,Anti-Transgender,Gender Identity,I,Individual,1,1,0,1,1,1,0,1,U,Unknown,H,Hispanic or Latino,2023,5,Saturday,True,Non-Violent
OH0210100,2W20WU727XJN,2023-05-27,69003,34,Ohio,2,Q2 (April - June),N,NIBRS Incident,23H,All Other Larceny,20,Residence/Home,3,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,3,3,0,3,2,0,2,2,W,White,,,2023,5,Saturday,True,Non-Violent
PA0350400,2W20PU736764,2023-05-27,71660,37,Pennsylvania,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,58,,3,62,Anti-Female,Gender,I,Individual,3,0,3,3,1,1,0,1,U,Unknown,U,Unknown,2023,5,Saturday,True,Non-Violent
SC0460300,4L3JOIIZVO29,2023-05-27,73444,39,South Carolina,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,20,Residence/Home,1,85,Anti-Sikh,Religion,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Saturday,True,Violent
TX0460100,L7- IAZVF39G,2023-05-27,74628,42,Texas,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,21,Restaurant,1,14,Anti-Asian,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,H,Hispanic or Latino,2023,5,Saturday,True,Violent
TX0612300,C60BSY3U728N,2023-05-27,74750,42,Texas,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,50,Park/Playground,1,15,"Anti-Multiple Races, Group",Race/Ethnicity,G,Government,0,0,0,0,1,0,0,0,U,Unknown,U,Unknown,2023,5,Saturday,True,Non-Violent
VA0020300,2W20PU7PU2X,2023-05-27,76288,45,Virginia,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,N,Not Hispanic or Latino,2023,5,Saturday,True,Violent
VT0040400,P-WSW5J76KCT,2023-05-27,76827,44,Vermont,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,13,Highway/Road/Alley,2,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,2,2,0,2,1,1,0,1,W,White,,,2023,5,Saturday,True,Violent
AK0010100,P--12P0WVSCT,2023-05-28,52272,50,Alaska,2,Q2 (April - June),,,290,Destruction/Damage/Vandalism of Property,04,Church/Synagogue/Temple,1,82,Anti-Other Christian,Religion,R,Religious Organization,0,0,0,0,0,0,0,0,U,Unknown,U,Unknown,2023,5,Sunday,True,Non-Violent
AL0470100,PN53HGZFX48O,2023-05-28,52669,01,Alabama,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,20,Residence/Home,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Sunday,True,Violent
CA0190000,2L3JWNBRLR39,2023-05-28,53723,04,California,2,Q2 (April - June),,,13B,Simple Assault,20,Residence/Home,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,0,1,1,0,0,0,0,U,Unknown,U,Unknown,2023,5,Sunday,True,Violent
CA0340400,L71RYOYUF39G,2023-05-28,54105,04,California,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,18,Parking Lot/Garage,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,0,1,1,2,2,0,2,W,White,M,,2023,5,Sunday,True,Violent
CA0570100,N0-UH2L41AEM,2023-05-28,54553,04,California,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,25,Other/Unknown,1,82,Anti-Other Christian,Religion,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Sunday,True,Non-Violent
DCMPD0000,C60A-ET-728N,2023-05-28,55171,08,District of Columbia,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,U,Unknown,2023,5,Sunday,True,Non-Violent
FL0430000,2W20PU7OLL X,2023-05-28,56104,09,Florida,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,58,,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,0,1,1,3,3,0,3,U,Unknown,,,2023,5,Sunday,True,Non-Violent
ILCPD0000,2327NGWYVSCT,2023-05-28,59248,12,Illinois,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Sunday,True,Non-Violent
KS0890100,2W20PU7 UG0X,2023-05-28,60118,15,Kansas,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,2,12,Anti-Black or African American,Race/Ethnicity,I,Individual,2,2,0,2,1,0,1,1,B,Black or African American,,,2023,5,Sunday,True,Non-Violent
LA0520000,2W20PU8ZUC1A,2023-05-28,61227,17,Louisiana,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,20,Residence/Home,4,25,Anti-Other Religion,Religion,I,Individual,4,1,3,4,1,1,0,1,W,White,U,Unknown,2023,5,Sunday,True,Violent
MA0010100,9D-5-5EDB IY,2023-05-28,61305,20,Massachusetts,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,3,1,2,3,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Sunday,True,Violent
MA0010700,N0--OZ74US8M,2023-05-28,61311,20,Massachusetts,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,21,Restaurant,1,21,Anti-Jewish,Religion,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Sunday,True,Non-Violent
MA0130100,3T2MUVPQZX I,2023-05-28,61681,20,Massachusetts,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Sunday,True,Non-Violent
MDBPD0000,C60VKVSQP28N,2023-05-28,62029,19,Maryland,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,07,Convenience Store,2,33,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity,I,Individual,2,2,0,2,2,2,0,2,M,Group of Multiple Races,U,Unknown,2023,5,Sunday,True,Violent
MI5815800,L704KY4LOZTX,2023-05-28,62838,21,Michigan,2,Q2 (April - June),N,NIBRS Incident,520,Weapon Law Violations,13,Highway/Road/Alley,1,12,Anti-Black or African American,Race/Ethnicity,S,Society/Public,0,0,0,0,1,1,0,1,U,Unknown,U,Unknown,2023,5,Sunday,True,Non-Violent
MO0950H00,OP-NXOVIQ-F3,2023-05-28,64288,24,Missouri,2,Q2 (April - June),N,NIBRS Incident,23F,Theft from Motor Vehicle,20,Residence/Home,1,85,Anti-Sikh,Religion,I,Individual,1,1,0,1,1,0,1,1,B,Black or African American,N,Not Hispanic or Latino,2023,5,Sunday,True,Non-Violent
NC0920100,4L3J JYKKF39,2023-05-28,66023,32,North Carolina,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,13,Highway/Road/Alley,1,32,Anti-Hispanic or Latino,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,,,2023,5,Sunday,True,Violent
NJ0090600,N-PL CA60W5,2023-05-28,66840,29,New Jersey,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,13,Highway/Road/Alley,1,71,Anti-Transgender,Gender Identity,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Sunday,True,Violent
NY0303000,EH0U72ZNB8Z4,2023-05-28,67840,31,New York,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,20,Residence/Home,1,21,Anti-Jewish,Religion,B,Business,0,0,0,0,0,0,0,0,U,Unknown,,,2023,5,Sunday,True,Non-Violent
NY0303000,WK0ZL6-YD9Q1,2023-05-28,67840,31,New York,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,13,Highway/Road/Alley,1,14,Anti-Asian,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,N,Not Hispanic or Latino,2023,5,Sunday,True,Violent
OH0810100,391295HP4PLT,2023-05-28,69636,34,Ohio,2,Q2 (April - June),N,NIBRS Incident,23H,All Other Larceny,20,Residence/Home,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,1,0,1,3,0,3,3,W,White,,,2023,5,Sunday,True,Non-Violent
OHCOP0000,C60 YBEL128N,2023-05-28,69715,34,Ohio,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,2,41,Anti-Gay (Male),Sexual Orientation,I,Individual,2,2,0,2,1,1,0,1,W,White,,,2023,5,Sunday,True,Non-Violent
TX0680200,N-ZL6-AT9W5,2023-05-28,74793,42,Texas,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,H,Hispanic or Latino,2023,5,Sunday,True,Non-Violent
TX2201200,C60B-VS9V28N,2023-05-28,75758,42,Texas,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,07,Convenience Store,1,32,Anti-Hispanic or Latino,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Sunday,True,Non-Violent
WV0330100,C6B2XVZMT28N,2023-05-28,78060,47,West Virginia,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,04,Church/Synagogue/Temple,1,22,Anti-Catholic,Religion,R,Religious Organization,0,0,0,0,0,0,0,0,U,Unknown,,,2023,5,Sunday,True,Non-Violent
AL0190200,B1-RSEGF7E8,2023-05-29,52489,01,Alabama,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,13,Highway/Road/Alley,1,32,Anti-Hispanic or Latino,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,U,Unknown,2023,5,Monday,False,Non-Violent
CA0194900,C60GIOSCG28N,2023-05-29,53802,04,California,2,Q2 (April - June),,,13A,Aggravated Assault,17,Liquor Store,1,71,Anti-Transgender,Gender Identity,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,U,Unknown,2023,5,Monday,False,Violent
CA0300000,29-HQHR2UD1A,2023-05-29,53978,04,California,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,13,Highway/Road/Alley,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Monday,False,Non-Violent
CA0340400,UF1K0M5BSCTD,2023-05-29,54105,04,California,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,A,Asian,U,Unknown,2023,5,Monday,False,Non-Violent
CT0001100,C60BRO3DT08N,2023-05-29,54977,06,Connecticut,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,25,Other/Unknown,1,44,Anti-Heterosexual,Sexual Orientation,I,Individual,1,1,0,1,1,1,0,1,B,Black or African American,N,Not Hispanic or Latino,2023,5,Monday,False,Non-Violent
DCMPD0000,C60A1VZ9728N,2023-05-29,55171,08,District of Columbia,2,Q2 (April - June),N,NIBRS Incident,23D,Theft from Building,20,Residence/Home,1,21,Anti-Jewish,Religion,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Monday,False,Non-Violent
GA0330300,0A20PUKL741A,2023-05-29,56830,10,Georgia,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,11,Government/Public Building,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Monday,False,Violent
IN0020100,C6FB0V5HS28N,2023-05-29,59260,13,Indiana,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,20,Residence/Home,3,12,Anti-Black or African American,Race/Ethnicity,I,Individual,3,2,1,3,3,2,1,3,M,Group of Multiple Races,,,2023,5,Monday,False,Violent
KY0568000,XFPQOP8YKDVB,2023-05-29,60575,16,Kentucky,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,2,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,2,2,0,2,1,1,0,1,W,White,,,2023,5,Monday,False,Non-Violent
MI5255900,N0258N7NJD B,2023-05-29,62801,21,Michigan,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,13,Highway/Road/Alley,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,U,Unknown,2023,5,Monday,False,Violent
MO0420000,C60VXVBD-28N,2023-05-29,63955,24,Missouri,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,13,Highway/Road/Alley,2,31,Anti-Arab,Race/Ethnicity,I,Individual,2,2,0,2,1,1,0,1,W,White,U,Unknown,2023,5,Monday,False,Non-Violent
NJ0031300,2W20PU7Z672,2023-05-29,66668,29,New Jersey,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,0,1,1,1,0,1,1,W,White,N,Not Hispanic or Latino,2023,5,Monday,False,Non-Violent
NJ0133100,P-MTA04W-SCT,2023-05-29,66966,29,New Jersey,2,Q2 (April - June),,,13C,Intimidation,25,Other/Unknown,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,U,Unknown,2023,5,Monday,False,Non-Violent
NJ0200900,C601SORD728N,2023-05-29,67157,29,New Jersey,2,Q2 (April - June),,,13C,Intimidation,25,Other/Unknown,1,71,Anti-Transgender,Gender Identity,I,Individual,1,1,0,1,1,1,0,1,W,White,U,Unknown,2023,5,Monday,False,Non-Violent
NJ0210400,2W20GU7VLGKA,2023-05-29,67180,29,New Jersey,2,Q2 (April - June),,,290,Destruction/Damage/Vandalism of Property,53,School - Elementary/Secondary,1,12,Anti-Black or African American,Race/Ethnicity,O,Other,0,0,0,0,0,0,0,0,U,Unknown,U,Unknown,2023,5,Monday,False,Non-Violent
NY0290000,P-BCFE0GKHCT,2023-05-29,67784,31,New York,2,Q2 (April - June),,,290,Destruction/Damage/Vandalism of Property,25,Other/Unknown,1,12,Anti-Black or African American,Race/Ethnicity,O,Other,0,0,0,0,1,0,0,0,U,Unknown,,,2023,5,Monday,False,Non-Violent
OH0370100,4L3JO2OZXZL9,2023-05-29,69182,34,Ohio,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,20,Residence/Home,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Monday,False,Non-Violent
TN0250000,2W20GU7PZG8A,2023-05-29,73840,41,Tennessee,2,Q2 (April - June),N,NIBRS Incident,09A,Murder/Non-negligent Manslaughter,10,Field/Woods,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,1,0,1,2,2,0,2,W,White,N,Not Hispanic or Latino,2023,5,Monday,False,Violent
TX2201200,C60B-VQR628N,2023-05-29,75758,42,Texas,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,20,Residence/Home,2,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,2,2,0,2,1,0,0,0,U,Unknown,U,Unknown,2023,5,Monday,False,Non-Violent
UT0060300,UF-AG4QHSCTD,2023-05-29,76101,43,Utah,2,Q2 (April - June),N,NIBRS Incident,200,Arson,20,Residence/Home,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Monday,False,Non-Violent
WA0310300,2W20PU7N778R,2023-05-29,77119,46,Washington,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,13,Highway/Road/Alley,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,0,1,1,0,0,0,0,U,Unknown,,,2023,5,Monday,False,Non-Violent
WI0490000,2W20PU72J7X8,2023-05-29,77569,48,Wisconsin,2,Q2 (April - June),N,NIBRS Incident,220,Burglary/Breaking and Entering,20,Residence/Home,3,62,Anti-Female,Gender,I,Individual,3,3,0,3,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Monday,False,Non-Violent
WVWSP2900,UF-AEMWHRCTD,2023-05-29,78268,47,West Virginia,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,12,Grocery/Supermarket,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Monday,False,Non-Violent
AL0470100,NS8XV4ATP230,2023-05-30,52669,01,Alabama,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Tuesday,False,Violent
AZCCHPX00,TL3J8IHZBF39,2023-05-30,53410,02,Arizona,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,13,Highway/Road/Alley,1,11,Anti-White,Race/Ethnicity,L,Unknown,1,1,0,1,1,1,0,1,I,American Indian/Alaska Native,N,Not Hispanic or Latino,2023,5,Tuesday,False,Non-Violent
CA0010500,C60VIVSCG28N,2023-05-30,53472,04,California,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,53,School - Elementary/Secondary,1,12,Anti-Black or African American,Race/Ethnicity,B,Business,0,0,0,0,0,0,0,0,U,Unknown,,,2023,5,Tuesday,False,Non-Violent
CA0400400,UF1X04RVSCTD,2023-05-30,54278,04,California,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,53,School - Elementary/Secondary,1,21,Anti-Jewish,Religion,I,Individual,2,2,0,2,1,1,0,1,W,White,,,2023,5,Tuesday,False,Violent
CA0450200,TNDZUPJ Y4CU,2023-05-30,54395,04,California,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,20,Residence/Home,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Tuesday,False,Violent
CA0570100,N-ZRD2AG0W5,2023-05-30,54553,04,California,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,20,Residence/Home,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,1,0,1,1,1,0,1,W,White,,,2023,5,Tuesday,False,Violent
CODPD0000,L7-4KOBVDZ63,2023-05-30,54969,05,Colorado,2,Q2 (April - June),N,NIBRS Incident,120,Robbery,13,Highway/Road/Alley,1,41,Anti-Gay (Male),Sexual Orientation,I,Individual,1,1,0,1,1,1,0,1,W,White,N,Not Hispanic or Latino,2023,5,Tuesday,False,Violent
CT0008900,P-A0APZWBSCT,2023-05-30,55019,06,Connecticut,2,Q2 (April - June),N,NIBRS Incident,13A,Aggravated Assault,13,Highway/Road/Alley,1,11,Anti-White,Race/Ethnicity,I,Individual,1,1,0,1,2,0,0,0,B,Black or African American,N,Not Hispanic or Latino,2023,5,Tuesday,False,Violent
DCMPD0000,C60A0A3Q728N,2023-05-30,55171,08,District of Columbia,2,Q2 (April - June),N,NIBRS Incident,290,Destruction/Damage/Vandalism of Property,20,Residence/Home,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,1,0,1,3,0,0,0,U,Unknown,M,,2023,5,Tuesday,False,Non-Violent
DCMPD0000,C60A1CZM728N,2023-05-30,55171,08,District of Columbia,2,Q2 (April - June),N,NIBRS Incident,23H,All Other Larceny,20,Residence/Home,1,21,Anti-Jewish,Religion,I,Individual,1,1,0,1,0,0,0,0,U,Unknown,,,2023,5,Tuesday,False,Non-Violent
FL0360200,C604IEQ9728N,2023-05-30,55973,09,Florida,2,Q2 (April - June),N,NIBRS Incident,13C,Intimidation,58,,1,43,Anti-LGBTQ+ (Mixed Group),Sexual Orientation,I,Individual,1,1,0,1,1,0,1,1,W,White,U,Unknown,2023,5,Tuesday,False,Non-Violent
ILCPD0000,672XJX5IQ-F3,2023-05-30,59248,12,Illinois,2,Q2 (April - June),N,NIBRS Incident,13B,Simple Assault,13,Highway/Road/Alley,1,12,Anti-Black or African American,Race/Ethnicity,I,Individual,1,1,0,1,2,2,0,2,W,White,H,Hispanic or Latino,2023,5,Tuesday,False,Violent
