year,record_type,incident_id,ori_code,incident_date,total_individual_victims,total_offenses,bias_motivation_1,bias_motivation_2,bias_motivation_3,bias_motivation_4,bias_motivation_5
2021,IR,50AK00101002,W2MGU73SX,X8202105,27,2,00,10,0U,29,00
2021,IR,50AK00101002,W2MGU73SY,2 202105,25,2,00,00,1W,29,00
2021,IR,50AK00101002,W2MGU82JN,B4202108,25,3,00,30,1W,13,C0
2021,IR,50AK00101002,W2MGU82S4,68202111,04,4,00,00,0U,29,00
2021,IR,50AK0010100P,T-0WE0W4H,CT202104,29,2,00,10,2I,13,A0
2021,IR,50AK0010200C,N0BAM5D72,8N202108,02,N3,00,10,2I,13,A0
2021,IR,50AK0010200C,N0BIVMR72,8N202108,13,N3,00,10,1W,13,C0
2021,IR,50AK0010200C,N0BIWS972,8N202109,24,N3,00,00,1I,29,00
2021,IR,50AK0010300C,N01REICT-,8N202102,02,2,00,10,0U,13,B0
2021,IR,50AK0010300Z,91X J8ZU6,39202112,29,4,00,10,1B,13,B0
2021,IR,50AK0010400C,N-VAO5U72,8N202110,03,N4,00,00,0U,29,00
2021,IR,50AK00106003,I-MQ3QCZX,I202107,18,N3,00,10,0U,23,H0
2021,IR,50AK0010700C,N-BEOSU72,8N202104,29,N2,00,10,1W,13,C0
2021,IR,50AK0010800C,N-B-YZU72,8N202109,22,N3,00,30,1W,13,B0
2021,IR,50AK0011700P,E2MPUH3I7,1A202111,05,N4,00,10,1W,13,A0
2021,IR,50AK0015600W,81HPUOPZY,1A202108,21,N3,00,10,1W,13,C0
2021,IR,50AK0015600W,81HPUOZJ2,1A202108,06,N3,00,10,1W,13,A0
2021,IR,50AKAST0100D,42A5WL-XN,TD202108,15,N3,00,10,0U,29,00
2021,IR,50AKAST0100G,B2WKBBM61,9G202107,14,N3,00,20,1I,13,A0
2021,IR,50AKAST0100G,B2WKBBM61,NG202107,14,N3,00,10,1I,13,C0
2021,IR,01AL00100002,7231GOYLC,XV202110,07,N4,00,10,1W,13,B0
2021,IR,01AL00100002,H6W8M9H4K,7 202109,02,N3,00,10,1B,13,B0
2021,IR,01AL00100002,W2JPU7Z7N,XO202104,13,N2,00,10,1B,13,A0
2021,IR,01AL00100002,ZE6O-L326,ST202105,10,N2,00,10,1W,13,C0
2021,IR,01AL00100003,S0GHP4YMZ,SL202108,22,N3,00,00,1W,29,00
2021,IR,01AL00100006,96A5PTV30,1Q202109,09,N3,00,00,1W,29,00
2021,IR,01AL00100008,WDEJ-K1J6,X0202102,02,N1,00,10,1W,13,A0
2021,IR,01AL0010000A,ZEKH18Y7H,Z4202108,20,N3,00,10,1W,13,B0
2021,IR,01AL0010000D,96IGAR23P,U6202111,14,N4,00,10,1U,23,G0
2021,IR,01AL0010000E,M2MRVC3TU,E2202111,16,N4,00,10,1U,26,F0
2021,IR,01AL0010000H,E193G07Q,5P202108,10,N3,00,10,1W,13,B0
2021,IR,01AL0010000H,Q7G6OPPYP,6S202106,27,N2,00,00,1B,35,A0
2021,IR,01AL0010000H,SCF7R8HWW,33202110,04,N4,00,10,1U,23,F0
2021,IR,01AL0010000I,E0DVPBMDO,TC202109,08,N3,00,10,0U,29,00
2021,IR,01AL0010000I,GAM8S0HFQ,3C202105,18,N2,00,10,1W,13,C0
2021,IR,01AL0010000I,QBI5Q-PGA,2Q202108,21,N3,00,00,2B,23,D0
2021,IR,01AL0010000K,-EYLL64K0,Z5202106,25,N2,00,00,1B,29,00
2021,IR,01AL0010000O,24G0XNSPM,RX202108,26,N3,00,10,1U,23,D0
2021,IR,01AL0010000O,7U8QHB4T,DN202105,10,N2,00,10,1W,13,C0
2021,IR,01AL0010000P,N8RC6A7KO,01202105,24,N2,00,00,3B,29,00
2021,IR,01AL0010000P,T46GGGA3O,P7202107,21,N3,00,10,1B,13,B0
2021,IR,01AL0010000Q,391F3NG4B,X3202106,26,N2,00,00,1U,23,H0
2021,IR,01AL0010000Q,YE2MRD4YX,Z1202112,14,N4,00,10,1U,29,00
2021,IR,01AL0010000R,L7UWW8FWB,G8202105,11,N2,00,00,1B,29,00
2021,IR,01AL0010000R,V833AGM5R,QZ202102,09,N1,00,10,1B,13,C0
2021,IR,01AL0010000R,Z17TGC6XY,8U202107,31,N3,00,10,1U,29,00
2021,IR,01AL0010000U,S4X B-E-U,L4202105,03,N2,00,00,1U,23,G0
2021,IR,01AL0010000X,REF RVF7S,R0202105,10,N2,00,10,1U,22,00
2021,IR,01AL0010000Z,VF4 BY0AC,RC202111,12,N4,00,10,1U,24,00
2021,IR,01AL00101001,D6M M5EMP,I7202107,30,N3,00,00,2B,23,H0
2021,IR,01AL00102000,L89W0E4SX,W6202104,06,N2,00,00,1B,35,B0
2021,IR,01AL00102000,Z65KM177N,ES202104,26,N2,00,10,1U,29,00
2021,IR,01AL00102001,5EVJMXDQ2,13202109,09,N3,00,10,1U,24,00
2021,IR,01AL00102002,-464D7CJ2,D1202106,26,N2,00,00,1U,29,00
2021,IR,01AL00102002,W2JPU7374,0 202112,10,N4,00,00,1U,23,H0
2021,IR,01AL00102003,C69AA0WEZ,P0202106,21,N2,00,10,1B,13,C0
2021,IR,01AL00102003,W3S4439-Y,28202110,30,N4,00,10,1U,22,00
2021,IR,01AL00102005,F0NJHGLBL,R2202103,30,N1,00,10,1U,22,00
2021,IR,01AL00102005,N9K8GZE2,K0202105,06,N2,00,10,1U,13,A0
2021,IR,01AL00102005,W4CRDLCE4,BA202103,05,N1,00,10,1B,13,A0
2021,IR,01AL00102006,DB0HQRP-A,EN202108,12,N3,00,10,2M,23,G0
2021,IR,01AL00102006,UFHKY35RP,TD202102,05,N1,00,10,1U,24,00
2021,IR,01AL00102006,XDRIIHRVX,AJ202112,03,N4,00,20,2U,29,00
2021,IR,01AL00102008,266N0T29,P0202106,20,N2,00,10,1B,13,B0
2021,IR,01AL00102009,C9 REMCIA,DG202102,07,N1,00,10,1U,23,H0
2021,IR,01AL00102009,SAIMB-IAT,HD202108,17,N3,00,10,1W,13,B0
2021,IR,01AL00102009,VBSVQV3FM,O1202103,21,N1,00,10,1U,13,A0
2021,IR,01AL0010200B,M6Q0Q7UZC,JH202110,28,N4,00,10,1B,29,00
2021,IR,01AL0010200C,O9JSMCFG6,9P202108,16,N3,00,10,1W,13,B0
2021,IR,01AL0010200D,09Q8SSITR,YB202105,14,N2,00,10,1B,23,H0
2021,IR,01AL0010200D,S8E4BNY5L,LX202112,02,N4,00,00,1B,29,00
2021,IR,01AL0010200E,JFT7934GO,ZP202102,07,N1,00,10,1U,29,00
2021,IR,01AL0010200E,W5K8HUL80,8H202104,11,N2,00,10,1U,26,F0
2021,IR,01AL0010200F,66JWGY796,Z6202108,10,N3,00,10,1B,13,B0
2021,IR,01AL0010200G,E5FHHAGT9,ZY202103,23,N1,00,00,1U,29,00
2021,IR,01AL0010200G,-E8OJPRU7,SL202102,14,N1,00,20,1U,13,A0
2021,IR,01AL0010200H,Z7X321Y4P,2O202102,25,N1,00,10,1U,26,A0
2021,IR,01AL0010200I,A2MRNU391,YQ202105,26,N2,00,10,1B,13,A0
2021,IR,01AL0010200I,E6UA5TZLF,H0202108,16,N3,00,10,1U,26,B0
2021,IR,01AL0010200K,Q793RYJBX,8O202104,28,N2,00,10,1U,29,00
2021,IR,01AL0010200L,1F3YR1VVT,RN202108,20,N3,00,20,1B,13,B0
2021,IR,01AL0010200M,F7L2NVF6B,6L202103,07,N1,00,10,1B,13,B0
2021,IR,01AL0010200N,J5HDUGC02,P4202105,15,N2,00,00,1B,29,00
2021,IR,01AL0010200O,SBEPH7UMO,YL202105,04,N2,00,10,1B,13,B0
2021,IR,01AL0010200O,SEBK3Z22,Z0202109,06,N3,00,10,1U,29,00
2021,IR,01AL0010200O,UDTOP67JN,WL202108,02,N3,00,10,1B,29,00
2021,IR,01AL0010200O,Z76T5 JPU,HX202105,14,N2,00,10,1B,13,C0
2021,IR,01AL0010200P,R9E8R37YR,MF202110,05,N4,00,10,1B,24,00
2021,IR,01AL0010200Q,3CF9HMGAW,79202111,11,N4,00,10,1B,13,C0
2021,IR,01AL0010200Q,UD45 LGX9,HL202108,27,N3,00,00,1B,28,00
2021,IR,01AL0010200R,143AX1VY9,O-202104,15,N2,00,10,1W,13,C0
2021,IR,01AL0010200R,VFE7IHHBX,RI202105,18,N2,00,00,1B,23,C0
2021,IR,01AL0010200S,-2J23QEYB,7U202103,15,N1,00,10,1U,29,00
2021,IR,01AL0010200S,846RG4I6X,PF202102,18,N1,00,10,1B,13,A0
2021,IR,01AL0010200T,DCJF1P0YW,H9202110,12,N4,00,10,1U,29,00
2021,IR,01AL0010200-,TE4GX1QS2,RT202105,26,N2,00,10,1B,13,A0
2021,IR,01AL0010200V,N559HLWG4,8I202109,17,N3,00,10,1U,29,00
2021,IR,01AL0010200X,LCL3TPE6B,OQ202111,02,N4,00,00,1U,29,00
2021,IR,01AL0010200Z,Z77WWIOHM,2X202106,26,N2,00,10,1U,29,00
2021,IR,01AL0010500,SE8BQ79TF,T0202106,25,N2,00,00,2W,35,B0
2021,IR,01AL0010500V,UDR8-31M0,1U202110,07,N4,00,00,0U,29,00
2021,IR,01AL0010700N,I857ZZLK5,HL202108,03,N3,00,10,1B,13,A0
2021,IR,01AL0010700X,O0ZCG6TTY,ZQ202110,25,N4,00,10,1B,29,00
2021,IR,01AL0010900D,78A2OE05D,OU202105,09,N2,00,00,1B,35,B0
2021,IR,01AL0010900K,FUX5P0R5,RO202111,23,N4,00,10,0U,13,C0
2021,IR,01AL0010900Q,D2MKDC22G,JE202108,24,N3,00,10,1W,13,C0
2021,IR,01AL00111002,4Y139IY6,9Q202108,05,N3,00,10,1U,29,00
2021,IR,01AL00111002,80XWKBZL7,S 202108,05,N3,00,00,1B,22,00
2021,IR,01AL00112002,W2MPU7V6Y,KW202107,26,N3,00,10,1B,13,C0
2021,IR,01AL0011200D,1148RV9AO,GE202110,25,N4,00,20,1W,26,A0
2021,IR,01AL00113000,W0H4-7U94,JN202109,19,N3,00,10,1W,13,B0
2021,IR,01AL0011400A,B3SWCON79,30202106,09,N2,00,10,0U,29,00
2021,IR,01AL0012100D,W83MQ06KI,N4202109,12,N3,00,10,1B,13,B0
2021,IR,01AL0012100-,VE5XEZ-HM,PU202108,27,N3,00,10,1W,13,B0
2021,IR,01AL00124008,R2T6NDW E,PU202110,14,N4,00,10,0U,13,A0
2021,IR,01AL0012400P,H0L4G8Z5K,5U202106,05,N2,00,00,0U,29,00
2021,IR,01AL00200009,45T9FZ9M9,NS202111,16,N4,00,10,1W,28,00
2021,IR,01AL00200009,N5QFZ997N,H5202110,31,N4,00,10,0U,13,C0
2021,IR,01AL0020000I,X3I05E2 7,UF202111,16,N4,00,10,1B,13,B0
2021,IR,01AL0020000P,Z1E6XKUZ7,UZ202105,14,N2,00,10,0U,13,A0
2021,IR,01AL0020000Q,-3DGVW427,OZ202103,16,N1,00,10,0U,29,00
2021,IR,01AL0020000V,QC5FQLE3O,NI202110,02,N4,00,10,0U,22,00
2021,IR,01AL00201003,NFHVPJ5VP,TI202110,01,N4,00,10,1W,13,C0
2021,IR,01AL00201004,AABXGZ4GT,0E202110,08,N4,00,10,1B,13,B0
2021,IR,01AL00201007,I3MJCXS97,FA202109,20,N3,00,10,1W,13,C0
2021,IR,01AL0020100D,-3BD IKB-,1X202105,01,N2,00,10,1B,13,A0
2021,IR,01AL0020100G,W52KOZ62O,I0202111,11,N4,00,20,1U,29,00
2021,IR,01AL0020100Q,-82NAHP5X,2G202103,04,N1,00,10,1B,13,C0
2021,IR,01AL0020200E,DEWB8AJP3,5H202107,23,N3,00,10,0U,29,00
2021,IR,01AL0020200F,N847K7184,5D202102,24,N1,00,10,0U,13,B0
2021,IR,01AL0020200K,60IIDDUAS,RI202103,31,N1,00,10,1W,24,00
2021,IR,01AL00205006,2051BSZ3Q,PJ202104,14,N2,00,10,2W,13,B0
2021,IR,01AL00213000,W0HPU728N,J4202102,08,N1,00,00,0U,24,00
2021,IR,01AL0021300P,LFXJ0Q6OU,70202102,08,N1,00,00,0U,24,00
2021,IR,01AL00401007,Q7CKNY467,O1202109,24,N3,00,10,1B,13,B0
2021,IR,01AL00401008,WCAMT0U3M,0-202111,01,N4,00,10,1W,13,C0
2021,IR,01AL00502000,XDRHH3PRZ,6X202110,04,N4,00,00,1U,23,C0
2021,IR,01AL0050200W,9EB5VK -G,1T202103,14,N1,00,10,3B,13,B0
2021,IR,01AL00503000,14R0BATUP,2D202106,21,N2,00,10,1W,13,C0
2021,IR,01AL00503005,H0U72LGJ,ZY202101,21,N1,00,20,1B,13,C0
2021,IR,01AL00504001,KBD14MMZD,1W202103,10,N1,00,10,1W,13,B0
2021,IR,01AL00504002,U9SFHQI-K,99202111,08,N4,00,10,0U,13,C0
2021,IR,01AL00504009,M8GF4ZV8F,WN202104,08,N2,00,00,0U,29,00
2021,IR,01AL0050400D,Q4OXN022D,YH202106,05,N2,00,10,3W,13,B0
2021,IR,01AL0050400F,-818WPN0E,KU202106,10,N2,00,20,2M,13,A0
2021,IR,01AL0050400G,M5OHVJE02,H0202107,15,N3,00,10,1B,13,B0
2021,IR,01AL0050400,IA4MT345Y,RV202105,01,N2,00,10,0U,23,F0
2021,IR,01AL0050400X,98CB5V4Y4,OC202107,10,N3,00,10,1W,13,C0
2021,IR,01AL0050800U,E8WWJBTS-,D202105,14,N2,00,10,1W,13,C0
2021,IR,01AL00510008,Z89K2-OYX,VC202107,13,N3,00,20,3U,29,00
2021,IR,01AL0051300T,G2G238JA2,59202105,15,N2,00,10,1B,13,A0
2021,IR,01AL0060100,0A I-HB27,LF202103,15,N1,00,10,1B,13,B0
2021,IR,01AL00601000,VDRBHZGF2,QU202110,23,N4,00,10,1B,13,B0
2021,IR,01AL00704004,W0U4HDLI0,JH202103,01,N1,00,10,1W,13,C0
2021,IR,01AL0080000S,D2T13D0-H,M1202105,02,N2,00,00,2U,29,00
2021,IR,01AL0100100A,IAEPF9428,VO202109,10,N3,00,10,1B,13,B0
2021,IR,01AL0100100P,E5TONJUJH,J0202109,24,N3,00,20,2M,13,B0
2021,IR,01AL01101001,6CK4GLJ5V,ZF202110,19,N4,00,10,1B,13,A0
2021,IR,01AL0110100X,32ZIV5O03,3N202103,30,N1,00,10,1W,13,B0
2021,IR,01AL0120200J,U36ONUXXQ,5F202104,20,N2,00,10,1W,13,B0
2021,IR,01AL01204007,K0NAE7O0E,JH202112,17,N4,00,10,1W,13,C0
2021,IR,01AL0130000,AC Q1NRRV,C2202106,05,N2,00,10,1W,13,B0
2021,IR,01AL0130100P,-1U8G392R,10202111,24,N4,00,10,1W,13,C0
2021,IR,01AL0140000D,R0S9Q6T3T,ZB202111,15,N4,00,10,2M,24,00
2021,IR,01AL0140300Q,W5OK9GCX4,O202105,11,N2,00,10,1W,13,B0
2021,IR,01AL0140300S,NF KN778I,TL202110,27,N4,00,10,1B,26,F0
2021,IR,01AL0150000Q,S6B2IY37D,7T202112,08,N4,00,10,1B,29,00
2021,IR,01AL0190000D,-5W8VI42,H4202109,21,N3,00,10,2W,22,00
2021,IR,01AL0190200D,SEE5GP2H2,7F202111,24,N4,00,20,1B,13,B0
2021,IR,01AL0190200F,SFFEKA-4W,5O202112,03,N4,00,10,1B,13,C0
2021,IR,01AL0190200O,-D4RDWA43,F8202112,21,N4,00,10,1W,26,F0
2021,IR,01AL0190200O,Z1CT77WX6,BI202108,27,N3,00,10,1B,13,B0
2021,IR,01AL0190200W,9YT67TLD,GR202109,01,N3,00,10,1W,13,C0
2021,IR,01AL0200100S,39BYRV2OU,77202103,14,N1,00,20,2W,13,C0
2021,IR,01AL0200300A,4F-OL807D,ZJ202108,23,N3,00,10,0U,29,00
2021,IR,01AL0230100J,XDXZOBX7C,JJ202107,23,N3,00,10,1W,13,B0
2021,IR,01AL0230100P,MCS83PS0W,-G202105,07,N2,00,10,1W,23,H0
2021,IR,01AL0230100Q,IFEXTXSTH,ZJ202104,30,N2,00,10,2W,23,A0
2021,IR,01AL02302009,GAN3IVIBM,2L202102,10,N1,00,10,1W,13,C0
2021,IR,01AL0230200V,C6YRERMGP,72202106,03,N2,00,10,0U,13,A0
2021,IR,01AL0230300M,TE1CQ-UJ9,E5202108,06,N3,00,10,1W,13,B0
2021,IR,01AL0240100D,GFR5TPD7E,E9202107,16,N3,00,10,1B,13,A0
2021,IR,01AL0250000-,0085NJRZ-,TI202112,01,N4,00,10,1W,13,C0
2021,IR,01AL02500003,GAW5H4BTV,1C202111,22,N4,00,20,2W,13,C0
2021,IR,01AL02500003,X8JMFKQ8G,GX202103,15,N1,00,10,3W,13,C0
2021,IR,01AL02500006,S6C1D0BTH,N3202111,20,N4,00,10,1W,13,B0
2021,IR,01AL0250000D,J0X84AHDH,7E202107,16,N3,00,10,0U,13,A0
2021,IR,01AL0250000R,P7W20ZUHM,S0202104,10,N2,00,10,1W,23,D0
2021,IR,01AL0250000X,P7G22VH7T,VX202103,01,N1,00,10,1W,13,B0
2021,IR,01AL02501002,-37HKZEQC,NI202101,15,N1,00,10,0U,23,H0
2021,IR,01AL0250100O,1BPO8VTBM,GY202112,31,N4,00,10,1W,13,B0
2021,IR,01AL0260100D,42Q-NI7YY,L202110,11,N4,00,10,0U,13,C0
2021,IR,01AL0260100K,61X6TYS-P,QU202112,02,N4,00,00,0U,20,00
2021,IR,01AL0260100O,P72B P54T,7Z202110,21,N4,00,00,1B,28,00
2021,IR,01AL02602009,M9K8P7E60,WN202104,07,N2,00,10,1B,13,C0
2021,IR,01AL0260300D,5EHB6P85D,Q-202104,22,N2,00,10,0U,23,D0
2021,IR,01AL0260500U,0B6D-PB9V,V2202112,04,N4,00,10,0U,29,00
2021,IR,01AL02700000,80JQ-RL7P,JW202103,28,N1,00,10,1B,13,A0
2021,IR,01AL02700002,80J KYPK7,SF202106,09,N2,00,10,1B,13,A0
2021,IR,01AL0270000A,U52DVS0K9,5202110,26,N4,00,10,1B,13,A0
2021,IR,01AL0270000D,I1IYIM9TP,U7202109,07,N3,00,10,1B,23,C0
2021,IR,01AL0270000M,ODSIH-R-M,DP202107,29,N3,00,10,1B,13,B0
2021,IR,01AL0270000O,U445XNSBP,Z8202110,15,N4,00,10,1B,13,C0
2021,IR,01AL0270000R,NCK477AIM,Q4202104,19,N2,00,10,1B,23,D0
2021,IR,01AL0270000V,J4MJW0KD,0X202110,26,N4,00,10,1B,13,A0
2021,IR,01AL0270000V,Q0KPOLW59,Z4202102,13,N1,00,10,1B,13,B0
2021,IR,01AL0270100A,TFGMW913W,JW202110,06,N4,00,00,0U,29,00
2021,IR,01AL0270100B,-1T6X-SHT,H0202109,21,N3,00,10,1B,13,C0
2021,IR,01AL02801009,I9ESQG171,X0202112,19,N4,00,20,0U,29,00
2021,IR,01AL02801009,Q9ISE-1-6,2D202112,20,N4,00,10,1U,13,B0
2021,IR,01AL02813009,YBTD05H-U,IF202102,26,N1,00,00,1W,23,H0
2021,IR,01AL0281400N,IFFFLU9GI,Z5202110,11,N4,00,20,1W,29,00
2021,IR,01AL0290000B,N240U7PU4,KR202110,12,N4,00,10,1B,11,A0
2021,IR,01AL0290000H,2FCX1-BRR,PZ202108,07,N3,00,10,1U,22,00
2021,IR,01AL0290000N,30GR8IJB,SS202107,18,N3,00,00,2W,35,A0
2021,IR,01AL0290600E,KARSCQCDW,8H202106,15,N2,00,20,0U,13,A0
2021,IR,01AL03003003,64MWV9OIU,CH202112,26,N4,00,10,1W,13,A0
2021,IR,01AL03004005,97NMNZPKB,62202112,14,N4,00,10,0U,29,00
2021,IR,01AL0310200H,0A5MTFA71,NG202104,11,N2,00,10,1B,13,B0
2021,IR,01AL0310500D,UDQHUL27X,NB202103,12,N1,00,10,4W,13,B0
2021,IR,01AL0310900,U90 5OC97,ZU202105,01,N2,00,20,2W,13,A0
2021,IR,01AL0320000Q,H2BZNIYK,YU202112,14,N4,00,10,2W,13,B0
2021,IR,01AL03300005,15OPGSG38,85202107,23,N3,00,00,1W,35,B0
2021,IR,01AL0330000A,Z56O9UW 8,PB202112,01,N4,00,10,1W,13,B0
2021,IR,01AL03303007,O2YJXN5ZV,Q-202104,05,N2,00,20,1W,13,A0
2021,IR,01AL03701001,33TGGF5PN,P7202104,25,N2,00,10,1B,13,C0
2021,IR,01AL0390200I,V6C9R1289,J4202108,23,N3,00,10,0U,29,00
2021,IR,01AL0390300X,V7G54 HPV,8202107,04,N3,00,30,1B,13,A0
2021,IR,01AL0400200U,L9QY5HMO0,NX202102,25,N1,00,10,1W,13,B0
2021,IR,01AL0410000H,-DLHKRE36,L0202111,06,N4,00,20,3W,25,00
2021,IR,01AL04101002,V3RK ZF8D,PN202110,07,N4,00,00,1W,22,00
2021,IR,01AL04101004,W3UYW-U7L,MH202104,14,N2,00,10,0U,29,00
2021,IR,01AL0410100E,MCYBXGIKW,HU202101,23,N1,00,10,0U,29,00
2021,IR,01AL0410100O,Q6C7X NYO,6C202107,05,N3,00,10,1B,13,C0
2021,IR,01AL0410100Q,45ORUGN8N,J0202102,13,N1,00,10,0U,29,00
2021,IR,01AL0410100Q,TET2DVWA9,R7202109,29,N3,00,10,1W,13,C0
2021,IR,01AL0410100Y,Y8R4PMZ1F,WP202108,19,N3,00,10,1B,13,C0
2021,IR,01AL0410100Z,IC6HQ-VZH,ND202105,15,N2,00,20,2W,13,B0
2021,IR,01AL04300008,-CIYQ0QRB,PN202112,03,N4,00,10,1W,26,B0
2021,IR,01AL04300008,O37KWYHP7,RN202105,17,N2,00,00,1W,35,A0
2021,IR,01AL0430200Q,-D4WDSA4X,FG202104,28,N2,00,00,1B,35,A0
2021,IR,01AL0430200V,N5-O1-W82,5F202111,16,N4,00,20,1W,13,B0
2021,IR,01AL0450000P,U1B9GHP27,PP202107,26,N3,00,10,0U,13,A0
2021,IR,01AL0480100J,FBHI5CROC,L8202112,15,N4,00,10,1B,29,00
2021,IR,01AL05000005,MDA089IQF,9U202108,01,N3,00,00,1W,35,A0
2021,IR,01AL0500000M,M5O-90GB0,H4202108,02,N3,00,10,1W,24,00
2021,IR,01AL0500300X,SED A3PHT,T6202105,10,N2,00,10,2W,13,C0
2021,IR,01AL0520100G,M5B8LZG Q,8F202101,01,N1,00,10,1B,20,00
2021,IR,01AL0520900F,N9F6QKJWV,HN202103,27,N1,00,10,0U,25,00
2021,IR,01AL0550100U,S46HIAC5G,7N202110,12,N4,00,10,1B,29,00
2021,IR,01AL0550100Z,CAJ1 AW2M,S0202107,05,N3,00,10,1B,13,B0
2021,IR,01AL05701001,WETQ4K--V,7N202106,11,N2,00,10,1B,13,A0
2021,IR,01AL0570100A,Y6OHARKG-,T202102,04,N1,00,10,1W,13,C0
2021,IR,01AL0570100I,I2PUDSSTK,B1202112,31,N4,00,10,1B,13,B0
2021,IR,01AL0570100O,P8TRO1Z58,VC202103,13,N1,00,10,1W,29,00
2021,IR,01AL0570100-,T8O1ESHSN,TD202101,30,N1,00,10,1W,24,00
2021,IR,01AL0570100T,BDV7B3US7,28202112,31,N4,00,00,0U,23,C0
2021,IR,01AL05800002,90X8NPR7Z,SS202111,05,N4,00,10,1W,11,B0
2021,IR,01AL0580200I,VDYRQSFCH,OY202105,25,N2,00,10,1B,13,A0
2021,IR,01AL05806004,VEK26ZY31,Q-202108,19,N3,00,10,0U,23,A0
2021,IR,01AL05807001,8CWM6916N,GW202105,19,N2,00,10,1W,13,B0
2021,IR,01AL0580700A,028WBE7GX,86202107,20,N3,00,10,1W,13,B0
2021,IR,01AL0590600R,-3D9EJJUM,A202107,12,N3,00,10,0U,24,00
2021,IR,01AL0600200O,CC5EN104H,VZ202109,20,N3,00,10,1B,13,B0
2021,IR,01AL06101007,3D9OSPUXQ,I7202112,15,N4,00,10,1B,23,D0
2021,IR,01AL0610100B,0BSKOZX6O,D1202111,10,N4,00,10,0U,12,00
2021,IR,01AL0610100V,UDBLG I69,MR202106,25,N2,00,10,1W,13,B0
2021,IR,01AL06104008,089854-55,N9202104,03,N2,00,00,1W,35,A0
2021,IR,01AL06201009,0433N-U75,GN202109,28,N3,00,10,1W,13,B0
2021,IR,01AL0620100R,P4X XPH6V,UP202110,26,N4,00,10,1B,13,B0
2021,IR,01AL0620100Y,BDB-VT1-B,WJ202106,06,N2,00,00,1B,35,A0
2021,IR,01AL06301007,2252GKW4X,OS202110,04,N4,00,10,1B,22,00
2021,IR,01AL06301007,O7708K0KV,Z2202111,07,N4,00,10,1B,29,00
2021,IR,01AL06301009,-CL63NSPW,8O202111,29,N4,00,10,1W,13,C0
2021,IR,01AL0630200O,F74 XPPW4,GL202112,14,N4,00,10,0U,21,00
2021,IR,01AL06400003,V763Q1JWP,8V202111,28,N4,00,10,1W,29,00
2021,IR,01AL0640000I,AC3 QATDU,ZW202112,28,N4,00,00,1W,37,00
2021,IR,01AL0640100R,10A1GEJ2X,PA202107,08,N3,00,10,1W,13,B0
2021,IR,01AL06406001,W3JPU7 A7,22202112,25,N4,00,10,1W,13,B0
2021,IR,01AL0650000D,HCKROOACM,X 202108,17,N3,00,10,0U,24,00
2021,IR,01AL0660100X,-4-63GZCH,F 202107,25,N3,00,10,1W,13,C0
2021,IR,03AR00400003,CPBU4X ER,I0202108,26,N3,00,10,0U,13,C0
2021,IR,03AR0040000B,4P2A3HP5O,V8202106,07,N2,00,10,1W,13,A0
2021,IR,03AR0040000M,BPXW2OZR,ZL202104,28,N2,00,10,0U,23,H0
2021,IR,03AR0040000S,ZPJQ0728L,84202101,26,N1,00,00,1W,35,B0
2021,IR,03AR00402002,W2MPU728X,24202102,17,N1,00,10,1W,13,C0
2021,IR,03AR00402002,W2MPU729X,TX202104,11,N2,00,10,1W,13,B0
2021,IR,03AR00402002,W2MPU72J2,X 202110,23,N4,00,10,1U,13,A0
2021,IR,03AR00402002,W2MPU72SG,KI202111,03,N4,00,20,1U,13,C0
2021,IR,03AR00403002,A1MP-PZTD,1A202111,28,N4,00,10,1W,13,C0
2021,IR,03AR0050000O,31G681IQ-,F3202105,07,N2,00,10,1W,13,A0
2021,IR,03AR0050000O,31G6R AQ-,F3202106,13,N2,00,10,1W,13,B0
2021,IR,03AR01701002,W2MGUKU7D,1A202103,19,N1,00,10,1W,13,C0
2021,IR,03AR02801008,ND5K604 L,PT202108,30,N3,00,10,1W,13,C0
2021,IR,03AR03000002,W2MGU7O8C,TA202109,30,N3,00,10,1W,13,C0
2021,IR,03AR04700002,W2MGUPV6D,1A202109,10,N3,00,10,1B,13,B0
2021,IR,03AR0600000P,819P-7U64,1A202111,08,N4,00,10,1W,13,A0
2021,IR,03AR0600000P,819PU8L8C,1A202106,22,N2,00,10,1W,13,C0
2021,IR,03AR0600000P,819PU8OUL,1A202106,20,N2,00,20,1W,13,A0
2021,IR,03AR0600100U,D-WPMQHSC,TD202108,28,N3,00,10,1W,13,C0
2021,IR,03AR06601002,A0HQK7NJN,JA202102,25,N1,00,10,1W,13,A0
2021,IR,03AR06601002,A0HQKPZ9N,JA202103,01,N1,00,20,1W,13,A0
2021,IR,03AR06601002,A0HWHK LN,JA202106,23,N2,00,10,1W,13,A0
2021,IR,03AR0700000F,O77 OEMQ-,F3202112,13,N4,00,10,1U,23,H0
2021,IR,03AR0710000C,N0DRWSQ10,8N202107,04,N3,00,10,3W,13,C0
2021,IR,03AR07202000,A2MPU8NU7,1A202108,25,N3,00,10,1W,22,00
2021,IR,03AR07202002,W2MPU73ZC,XW202112,13,N4,00,00,1W,29,00
2021,IR,03AR0720400C,N010OPU72,8N202106,04,N2,00,10,0U,13,C0
2021,IR,02AZ00301004,L1J KAE-F,39202102,15,N1,00,00,0U,29,00
2021,IR,02AZ00301007,J1U8LJ41A,EM202105,10,N2,00,10,1I,13,B0
2021,IR,02AZ0030100J,Z1G68 IQ-,F3202112,29,N4,00,10,1I,13,C0
